week,r2_oracle,spearman_oracle,sign_oracle,topdec_oracle,r2_clim,spearman_clim,sign_clim,topdec_clim,r2_pers,spearman_pers,sign_pers,topdec_pers,coverage,n_shared,rotation_corr
2025-08-10,0.9754482260606089,0.8795155919578344,0.9653235420342378,0.8907394688644689,0.26199933377250195,0.5002490216197534,0.7151685661151114,0.6107486263736264,0.5358532043619681,0.6575822679878117,0.8052358018215631,0.7977907509157509,0.9433868161690361,230,0.42827561679383275
2025-08-17,0.9756669779268985,0.8355463182802709,0.9277706385430052,0.8796359890109888,0.3208998872593093,0.3276439912176403,0.6593920326139939,0.6555059523809523,0.7034055526427214,0.7019359326558939,0.8452275446448354,0.8210851648351648,0.9268397273364627,211,0.5049599278101828
2025-08-24,0.9265616065193238,0.8389244878524977,0.9485498676578251,0.8732257326007326,0.4778761594619876,0.4626635592645753,0.7382215464323929,0.7435325091575091,0.600332255539372,0.6079054276237521,0.7997522103959002,0.7711195054945054,0.9079464447478963,210,0.4600922808412671
2025-08-31,0.9332894212286202,0.8224935832370461,0.9356987374836744,0.913919413919414,0.3860910070953084,0.43256797042082085,0.7341532433609055,0.7586996336996338,0.3064719463804567,0.6707909664714087,0.8662929908576404,0.7909798534798534,0.7442870249879735,205,0.43847955956923285
2025-09-07,0.9188341045677045,0.9314598155080489,0.9866581842944697,0.8918841575091575,0.24328498973684376,0.4410821595561516,0.7079316153542884,0.6619162087912087,0.773948541392054,0.8476112772404996,0.9361223612056916,0.7921817765567765,0.9274786869991465,224,0.4641611101361439
2025-09-14,0.6800579613716825,0.7692907196436639,0.8812932301834044,0.7618475274725275,0.26837526486504093,0.5598965941897746,0.7833489986262743,0.659283424908425,0.4337068682446371,0.5979345356522459,0.7792880726869592,0.6973443223443223,0.5970881797731025,203,0.4021791040264997
2025-09-21,0.4932593911620238,0.7798000315191909,0.9214495755800802,0.8349358974358975,0.23274391790418492,0.5261202654074885,0.8005881162422468,0.653216575091575,0.23323171552926258,0.611355864242413,0.81896972510923,0.7282509157509157,0.6565700162411959,183,0.5132466376101077
2025-09-28,0.9384835259429473,0.8554503376691766,0.9486418870621873,0.8329108887144602,0.3901504676063453,0.5097141320036189,0.7638134381701215,0.6768358625501483,0.5385496512140995,0.6714343644234342,0.8440225160829163,0.775865602651317,0.864378116151023,191,0.5847595122163534
2025-10-05,0.9388996021413042,0.8949025159120085,0.9506362777203895,0.834126984126984,0.20512076465651552,0.6216515581660499,0.7806545198795578,0.7192743764172336,0.29685869315818414,0.7633593485161038,0.8824516289735306,0.7339002267573697,0.814126401216702,182,0.5267200441826962
2025-10-12,0.7169269153158508,0.8735384876243611,0.9221938232161875,0.8212018140589569,0.04961957691662977,0.561779064025686,0.7803407880724175,0.6645124716553289,0.23943569095712214,0.7261270310846539,0.8490805821796237,0.7143990929705216,0.7279879664563321,185,0.4749086614856004
2025-10-19,0.8670486505407196,0.9133336854288062,0.9557582814810581,0.8211451247165532,0.30249692113447335,0.6183522761851945,0.786363863667212,0.6642857142857144,0.2608470888682214,0.6366798785042572,0.8206399439923989,0.6795351473922903,0.7647630400283569,193,0.5289691234394504
2025-10-26,0.8748336462790943,0.7696298867981858,0.8954652532391049,0.758673469387755,0.3061024407257291,0.5342635995331543,0.7231301531213192,0.6706349206349207,-0.10531413146766555,0.4071798908508109,0.69505484393404,0.6324263038548753,0.8119306775406749,200,0.5783956800433787
2025-11-02,0.3571596422450699,0.7924639168196526,0.9240601503759398,0.5691904120138622,0.09382050084436044,0.6019608447905946,0.8301876185791581,0.5660002994908655,0.04232406425537916,0.5837143889765,0.8213688426674162,0.44099067299875927,0.6873241666376254,184,0.49468650139050224
2025-11-09,0.5792608693097141,0.7498761145300151,0.903965561705251,0.6217991913746631,-0.05257192342080397,0.45335405180225025,0.7305044734075264,0.46451033243486073,-0.6924731019346217,0.23577430468565833,0.6294643152347134,0.459681042228212,0.6838283082951803,187,0.4359118231567237
2025-11-16,0.6815075990461303,0.7633539306396857,0.8632106092924047,0.7555272858570338,0.19407996997064214,0.6335963971243027,0.7951067758171533,0.6469716435330966,0.2334680039676108,0.5453557005063813,0.7510138011853675,0.5891671075060247,0.8122481043558765,164,0.4098318809777675
2025-11-23,0.6388748534589537,0.7637012165657108,0.903706989313554,0.6938696039163329,0.13179997921084008,0.6097790412541582,0.8354155885759346,0.6053627058299954,-0.19179632490580567,0.43173012272827194,0.7089935355626196,0.5475634178905207,0.8082651479318042,164,0.4439281463634969
2025-11-30,0.6716454332841922,0.8108242897561488,0.8856656411874524,0.6380729862038274,0.1272448390404446,0.41112941835390615,0.6534208934816335,0.4751891410769915,-0.5938240575856144,0.30580089729053833,0.6127172569745734,0.35297062750333774,0.6924325989680925,164,0.49371089528223017
2025-12-07,0.8735911919818082,0.8234493419577317,0.9164557760380944,0.7009345794392523,0.21956260175173592,0.5293930406039549,0.7225783054642353,0.5878393413440142,-0.2727592636017928,0.41820553415800193,0.6868017943441893,0.5477303070761015,0.8767797767224724,161,0.4266236015972682
2025-12-14,0.9440411885860284,0.9246388758741617,0.9504550186372948,0.8026813529149978,0.22668375360914694,0.4761451879675784,0.6770005708720911,0.5092901646639965,-0.5020863326725082,0.3447833516993521,0.5689982873837268,0.5105696484201157,0.9167545727185841,163,0.5827678405907131
2025-12-21,0.9345424902330409,0.8659378807631428,0.9670561622914445,0.7908322207387628,0.2727186981819786,0.43350359322054205,0.8327305996599718,0.47190698709390294,0.028239477238942712,0.46044414830944275,0.8327089876955883,0.530262572318647,0.9133881298142911,143,0.500905699238449
2025-12-28,0.9120168614946832,0.86369769522848,0.9379123011253395,0.8477414330218068,0.16371709985481608,0.3615149309567532,0.5920895672544877,0.5417640186915887,-0.33299966909334633,0.38180999564102525,0.6552839218729789,0.5501362928348908,0.8416091669596799,127,0.4886585812577112
