settlement_point,sp_type,lat,lon,match_method,match_confidence,matched_plant,matched_capacity_mw,station_description,owner_re,expected_mw,capacity_ratio,load_zone
PEARSALL_RN,RN,28.888138999999995,-99.079363,gridstatus,1.0,Sunset Ridge Energy Center LLC,9.9,PEARSALL SWITCHING STATION,SUNSET RIDGE ENERGY CENTER LLC,10.0,1.01,south
PEARSA_1_24,OTHER,28.9275,-99.0919,lmp_node_designation,1.0,Pearsall,201.60000000000002,PEARSALL POWER PLANT 2,SOUTH TEXAS ELECTRIC CO OP INC,204.0,1.012,south
PENA_ALL,OTHER,27.022112,-97.498478,station_description,1.0,Penascal Wind Power LLC,201.6,PENASCAL WIND POWER | PENASCAL II WIND PROJECT,AVANGRID TEXAS RENEWABLES LLC B | CPS ENERGY,404.0,2.004,south
PERE_SLR_RN,RN,28.4279,-97.4544,station_description,1.0,Peregrine Solar,300.0,PEREGRINE SUBSTATION,CED PEREGRINE SOLAR LLC | CPS ENERGY,301.0,1.003,south
PEY_RN,RN,28.8433,-95.8631,station_description,1.0,Peyton Creek Wind Farm LLC,151.2,PEYTON CREEK WIND FARM LLC,PEYTON CREEK WIND FARM LLC | RWE CLEAN ENERGY LLC,151.0,0.999,south
PH1_UNIT1_2,OTHER,35.4275,-101.253056,station_description,1.0,Pattern Panhandle Wind LLC,218.0,PATTERN PANHANDLE WIND 1,PATTERN PANHANDLE WIND LLC,218.0,1.0,west
PH2_U1_U2,OTHER,35.442778,-101.372778,station_description,1.0,Pattern Panhandle Wind 2 LLC,181.7,PATTERN PANHANDLE WIND 2,PATTERN PANHANDLE WIND 2 LLC,191.0,1.051,west
PHILLWND_ALL,OTHER,31.549868,-96.904072,station_description,1.0,Prairie Hill Wind Project,300.0,PRAIRIE HILL WIND PROJECT,PRAIRIE HILL WIND PROJECT LLC | ENGIE ENERGY MARKETING NA INC,300.0,1.0,north
PHOEBE_ALL,OTHER,31.843422,-102.868295,station_description,1.0,Phoebe Solar,250.0,PHOEBE SOLAR,PHOEBE ENERGY PROJECT LLC,253.0,1.012,west
PHOENIX_RN,RN,33.500378,-96.146489,manual,1.0,G.S.E. One LLC,83.0,PHOENIX SOLAR,GSE ONE LLC,84.0,1.012,north
PHO_ALL,OTHER,29.1913,-95.9675,manual,1.0,,0.0,PHOTON,GULFSTAR POWER LLC | ENEL TRADING NORTH AMERICA LLC,452.0,,south
PINEFRST_RN,RN,33.1008,-95.3923,manual,1.0,,0.0,PINE FOREST BESS,PINE FOREST HYBRID I LLC | PINE FOREST SOLAR I LLC,302.0,,north
PINN_SLR_RN,RN,33.040388,-98.333919,manual,1.0,,0.0,PINNINGTON SOLAR,PINNINGTON SOLAR LLC,653.0,,north
PIN_BESS_RN,RN,28.04268,-97.440823,manual,1.0,,0.0,,PINTAIL PASS BESS LLC,0.0,,south
PIONR_DJ_RN,RN,31.7983,-101.9043,owner_name,1.0,Pioneer Hutt Wind Energy,140.0,,PIONEER HUTT WIND ENERGY LLC | NEXTERA ENERGY RESOURCES LLC,0.0,,west
PIRATE_RN,RN,28.028576,-97.520494,station_description,1.0,Regis Pirate,9.9,PIRATE,REGIS SINTON PIRATE LLC,10.0,1.01,south
PISG_RN_ALL,OTHER,31.896737,-96.467327,station_description,1.0,Pisgah Ridge Solar LLC,250.0,PISGAH RIDGE SOLAR,PISGAH RIDGE SOLAR LLC,253.0,1.012,north
PITSDD_UNIT1,OTHER,31.8932,-96.8751,station_description,1.0,Pitts Dudik Solar,49.6,PITTS DUDIK SOLAR,ELAWAN PITTS DUDIK SOLAR LLC | ELAWAN DILEO SOLAR LLC | ELAWAN PITTS DUDIK SOLAR II LLC,50.0,1.008,north
PLATINUM_RN,RN,33.613157,-96.370282,manual,1.0,,0.0,PLATINUM STORAGE,PLATINUM ENERGY STORAGE LLC | ENGIE ENERGY MARKETING NA INC,310.0,,north
PLN_ALL,OTHER,29.122,-96.276,owner_name,1.0,Aktina Solar,500.0,PLAINVIEW SOLAR,HECATE ENERGY RAMSEY LLC,540.0,1.08,south
PNPI_GT2_RN,RN,29.475278,-95.634167,lmp_node_designation,1.0,Petra Nova Carbon Capture Cogen,82.2,,PETRA NOVA POWER I LLC | NRG TEXAS POWER LLC,0.0,,houston
PORTSL_UNIT1,OTHER,33.31749000000001,-97.362806,gridstatus,1.0,Porter Solar LLC (TX),245.0,PORTER SOLAR,PORTER SOLAR LLC,246.0,1.004,north
POTEETS_RN,RN,29.038631,-98.60988,manual,1.0,,0.0,POTEET SUB,HEN INFRASTRUCTURE LLC 1,10.0,,south
POTSVIL_RN,RN,31.749499999999998,-98.2143,gridstatus,1.0,Grizzly Ridge Solar,100.0,GRIZZLY RIDGE,GRIZZLY RIDGE SOLAR LLC,102.0,1.02,north
PPEC_RN,RN,31.894045,-96.110545,manual,1.0,,0.0,,PIN OAK CREEK ENERGY CENTER LLC | CALPINE POWER MANAGEMENT LLC,0.0,,north
PRCRK_RN,RN,32.776827,-96.663318,manual,1.0,,0.0,PRAIRIE CREEK,SMT TX MANAGEMENT II LLC,10.0,,north
PRID_RN,RN,31.5481,-98.49491,station_description,1.0,Priddy Wind Project,302.4,PRIDDY WIND,PRIDDY WIND PROJECT LLC | ENGIE ENERGY MARKETING NA INC,302.0,0.999,north
PROSPERO_ALL,OTHER,32.287873,-102.840399,station_description,1.0,Prospero Solar,300.0,PROSPERO SOLAR,PROSPERO ENERGY PROJECT LLC,304.0,1.013,west
PRO_RN,RN,29.64536,-95.45169,owner_name,1.0,HO Clarke Generating,484.0,PRO POWER PLANT,HO CLARKE GENERATING LLC | CPS ENERGY | HO CLARKE II LLC,488.0,1.008,houston
PRSPERO2_ALL,OTHER,32.275814,-102.844806,station_description,1.0,Prospero Solar II,250.0,PROSPERO SOLAR II,PROSPERO SOLAR II LLC,253.0,1.012,west
PR_PR_ALL,OTHER,29.6981,-95.2547,owner_name,1.0,Texas Petrochemicals,35.0,,TPC GROUP LLC | TEXAS PETROCHEMICALS LLC RE,0.0,,houston
PSA_CC1,PCCRN,29.725340000000003,-95.17641,gridstatus,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G1,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G2,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G3,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G4,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G5,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G6,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PSA_G7,OTHER,29.8161,-95.10773,lmp_node_designation,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PUN1,PUN,29.8161,-95.10773,owner_name,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PUN2,PUN,29.8161,-95.10773,owner_name,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PUN3,PUN,29.8161,-95.10773,owner_name,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PUN4,PUN,29.8161,-95.10773,owner_name,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSA_PUN5,PUN,29.8161,-95.10773,owner_name,1.0,Odyssey Energy Altura Cogen LLC,643.6,,ODYSSEY ENERGY ALTURA COGEN LLC | OPTIM ENERGY MARKETING LLC,0.0,,houston
PSG_CC1,PCCRN,29.72475,-95.17648,manual,1.0,,0.0,PASGEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,626.0,,houston
PSG_PSG_GT2,OTHER,29.72475,-95.17648,manual,1.0,,0.0,PASGEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,215.0,,houston
PSG_PSG_GT3,OTHER,29.72475,-95.17648,manual,1.0,,0.0,PASGEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,215.0,,houston
PSG_PSG_ST1,OTHER,29.72475,-95.17648,manual,1.0,,0.0,PASGEN,CALPINE LLC | CALPINE POWER MANAGEMENT LLC,196.0,,houston
PTLBES_BESS1,OTHER,28.58673,-96.68376,manual,1.0,,0.0,,KEY CAPTURE ENERGY LLC 2,0.0,,south
PYOTE_RN,RN,31.5457,-103.1238,manual,1.0,,0.0,PYOTE TNP,CONDUIT QSE LLC 1,10.0,,west
PYR_PYRON1,OTHER,32.5886,-100.6728,lmp_node_designation,1.0,Pyron Wind Farm LLC Hybrid,258.9,PYRON WIND FARM,TEXAS WAVES LLC | RWE CLEAN ENERGY LLC | PYRON WIND FARM LLC,263.0,1.016,west
Q1_DGR1_RN,RN,29.238708,-98.429586,manual,1.0,,0.0,VALLEY,PRIME POWER SOLUTIONS LLC DBA LIFE CYCLE POWER,29.0,,south
QALSW_ALL,OTHER,31.8414,-102.315,owner_name,1.0,Quail Run Energy Center,550.4,QUAIL SWITCH,QUAIL RUN ENERGY PARTNERS LP | CALPINE POWER MANAGEMENT LLC,560.0,1.017,west
QALSW_CC1,PCCRN,31.8414,-102.315,owner_name,1.0,Quail Run Energy Center,550.4,QUAIL SWITCH,QUAIL RUN ENERGY PARTNERS LP | CALPINE POWER MANAGEMENT LLC,560.0,1.017,west
QALSW_CC2,PCCRN,31.8414,-102.315,owner_name,1.0,Quail Run Energy Center,550.4,QUAIL SWITCH,QUAIL RUN ENERGY PARTNERS LP | CALPINE POWER MANAGEMENT LLC,560.0,1.017,west
QUEEN_BA_RN,RN,31.207803,-102.181677,manual,1.0,,0.0,,ROADRUNNER STORAGE LLC | ENEL TRADING NORTH AMERICA LLC,0.0,,west
QUEEN_SL_RN,RN,31.207803,-102.181677,manual,1.0,,0.0,QUEEN SOLAR,ROADRUNNER SOLAR PROJECT LLC | ENEL TRADING NORTH AMERICA LLC | ENEL GREEN POWER ROADRUNNER SOLAR PROJECT II LLC,412.0,,west
RAB_G1-8,OTHER,29.480277,-95.620277,owner_name,1.0,Braes Bayou Plant,484.0,RABBS POWER STATION,BRAES BAYOU II LLC | SOUTH TEXAS ELECTRIC CO OP INC | BRAES BAYOU GENERATING LLC,488.0,1.008,houston
RADN_SLR_ALL,OTHER,31.5481,-99.1872,lmp_node_designation,1.0,IP Radian LLC,320.0,RADIAN SOLAR,IP RADIAN LLC | IPX POWER USA LLC,327.0,1.022,north
RAMBLER_UNIT,OTHER,31.517,-100.6,station_description,1.0,Rambler,200.0,RAMBLER SOLAR,RE RAMBLER LLC,212.0,1.06,west
RANCHERO_ALL,OTHER,30.594908,-101.453021,station_description,1.0,Ranchero Wind Farm LLC,300.0,RANCHERO WIND FARM,RANCHERO WIND FARM LLC,300.0,1.0,west
RAT_RN_1,OTHER,31.214,-100.255,owner_name,1.0,Concho Valley Solar LLC,172.8,RATLIFF SOLAR,CONCHO VALLEY SOLAR LLC,162.0,0.937,west
RAYBURN_CC1,PCCRN,28.8947,-97.135,lmp_node_designation,1.0,Sam Rayburn,192.8,SAM RAYBURN SWITCHYD,SOUTH TEXAS ELECTRIC CO OP INC,225.0,1.167,south
RAYB_G78910,OTHER,28.8947,-97.135,station_description,1.0,Sam Rayburn,192.8,SAM RAYBURN SWITCHYD,SOUTH TEXAS ELECTRIC CO OP INC,225.0,1.167,south
RBN_BESS1,OTHER,29.56318,-95.80023,owner_name,1.0,Brazos Bend BESS LLC,100.0,RIVER BEND,BRAZOS BEND BESS LLC,102.0,1.02,houston
RDCAN_RDCNY1,OTHER,32.983599999999996,-101.246,gridstatus,1.0,Post Wind Farm LP,84.0,RED CANYON,POST WIND LLC | NEXTERA ENERGY RESOURCES LLC,90.0,1.071,west
REDBARN_RN,RN,30.976638,-102.257753,owner_name,1.0,RE Maplewood,250.0,REDBARN SOLAR,RE MAPLEWOOD LLC | RE MAPLEWOOD 2 LLC,250.0,1.0,west
REDFISH_ALL,OTHER,26.475278,-97.691111,lmp_node_designation,1.0,Magic Valley Wind Farm I LLC,203.0,MAGIC VALLEY I,MAGIC VALLEY WIND FARM I LLC | RWE CLEAN ENERGY LLC,203.0,1.0,south
REDGATE_RN,RN,26.451111,-98.1775,fuzzy_lmp,1.0,Red Gate Power Plant,224.39999999999998,REDGATE,SOUTH TEXAS ELECTRIC CO OP INC,224.0,0.998,south
RELOJ_ALL,OTHER,27.03028,-99.388388,station_description,1.0,Reloj del Sol Wind Farm,209.4,RELOJ DEL SOL WIND FARM,RELOJ DEL SOL WIND FARM LLC | EDP RENEWABLES NORTH AMERICA LLC,209.0,0.998,south
REROCK_ALL,OTHER,30.960209,-103.306662,station_description,1.0,RE Roserock,160.0,RE ROSEROCK SOLAR PLANT,RE ROSEROCK LLC,158.0,0.988,west
RHESS2_ESS1,OTHER,30.587828,-97.68702,manual,1.0,,0.0,,VIRIDITY ENERGY SOLUTIONS INC,0.0,,south
RIGGIN_UNIT1,OTHER,30.57552,-102.551292,owner_name,1.0,Buckthorn Westex,154.0,RIGGINS SOLAR,BUCKTHORN WESTEX LLC,155.0,1.006,west
RIOG_ESR2_RN,RN,26.408729,-98.93743,manual,1.0,Rio Grande Valley Sugar Growers,24.9,,SBESS TX 12 LLC | SBESS TX12 LLC,0.0,,south
RIOG_ESR_RN,RN,26.408729,-98.93743,manual,1.0,Rio Grande Valley Sugar Growers,24.9,,SMT TX MANAGEMENT LLC,0.0,,south
RIONOG_CC1,PCCRN,29.593056,-97.973215,station_description,1.0,Rio Nogales Power Project,1108.0,RIO NOGALES POWER PROJECT,CPS ENERGY 1 | CPS ENERGY,943.0,0.851,south
RIONOG_CT1,OTHER,29.593056,-97.973215,lmp_node_designation,1.0,Rio Nogales Power Project,1108.0,RIO NOGALES POWER PROJECT,CPS ENERGY 1 | CPS ENERGY,190.0,0.171,south
RIONOG_CT2,OTHER,29.593056,-97.973215,lmp_node_designation,1.0,Rio Nogales Power Project,1108.0,RIO NOGALES POWER PROJECT,CPS ENERGY 1 | CPS ENERGY,190.0,0.171,south
RIONOG_CT3,OTHER,29.593056,-97.973215,lmp_node_designation,1.0,Rio Nogales Power Project,1108.0,RIO NOGALES POWER PROJECT,CPS ENERGY 1 | CPS ENERGY,190.0,0.171,south
RIONOG_ST1,OTHER,29.593056,-97.973215,lmp_node_designation,1.0,Rio Nogales Power Project,1108.0,RIO NOGALES POWER PROJECT,CPS ENERGY 1 | CPS ENERGY,373.0,0.337,south
RIPPEY_ALL,OTHER,33.5493,-97.1798,owner_name,1.0,BT Cooke Solar LLC,59.0,RIPPEY SOLAR,BT COOKE SOLAR LLC,60.0,1.017,north
RN_APOGEE,OTHER,33.268,-99.468,owner_name,1.0,King Creek Wind Farm 1 LLC,184.0,APOGEE WIND,KING CREEK WIND FARM 1 LLC | EDF RENEWABLES INC | KING CREEK WIND FARM 2 LLC,393.0,2.136,west
RN_BYU_G8,OTHER,29.7286,-94.987,manual,1.0,,0.0,,,0.0,,houston
RN_BY_ESR1,OTHER,29.7658,-95.3677,manual,1.0,,0.0,,ESTX PLD HOUSTON8 LLC,0.0,,houston
RN_DEC_AGR_A,OTHER,33.214869,-97.209692,station_description,1.0,Denton Energy Center,225.60000000000002,DENTON ENERGY CENTER,DENTON MUNICIPAL ELECTRIC DEC | DENTON MUNICIPAL ELECTRIC (SQ2),56.0,0.248,north
RN_DEC_AGR_B,OTHER,33.214869,-97.209692,station_description,1.0,Denton Energy Center,225.60000000000002,DENTON ENERGY CENTER,DENTON MUNICIPAL ELECTRIC DEC | DENTON MUNICIPAL ELECTRIC (SQ2),56.0,0.248,north
RN_DEC_AGR_C,OTHER,33.214869,-97.209692,station_description,1.0,Denton Energy Center,225.60000000000002,DENTON ENERGY CENTER,DENTON MUNICIPAL ELECTRIC DEC | DENTON MUNICIPAL ELECTRIC (SQ2),56.0,0.248,north
RN_DEC_AGR_D,OTHER,33.214869,-97.209692,station_description,1.0,Denton Energy Center,225.60000000000002,DENTON ENERGY CENTER,DENTON MUNICIPAL ELECTRIC DEC | DENTON MUNICIPAL ELECTRIC (SQ2),56.0,0.248,north
RN_ECEC_HOLT,OTHER,32.069167,-102.585556,lmp_node_designation,1.0,Ector County Energy Center,358.8,ECTOR COUNTY ENERGY CENTER LLC,ECTOR COUNTY GENERATION LLC,358.0,0.998,west
RN_LNP_SLR,OTHER,29.244,-95.676,owner_name,1.0,Long Point Solar,120.0,,LONG POINT SOLAR LLC,0.0,,houston
RN_OCI_ALAMO,OTHER,29.271667,-98.444722,manual,1.0,OCI Alamo 4 LLC,39.6,OCI ALAMO 1,OCI ALAMO 1 LLC,39.0,0.985,south
RN_PAD3_ESS,OTHER,29.337741,-98.324269,manual,1.0,,0.0,,PADUA GRID 3 LLC,0.0,,south
RN_QTUM_SLR,OTHER,33.010509,-99.563468,manual,1.0,,0.0,,IP QUANTUM II BESS LLC | IP QUANTUM II LLC,0.0,,west
RN_RHN_ESR,OTHER,29.7852,-95.1584,manual,1.0,,0.0,,DESTINY STORAGE LLC,0.0,,houston
RN_RTS1,OTHER,31.242176999999998,-99.42127,gridstatus,1.0,Rattlesnake Den,207.2,RTS WIND POWER PROJECT | RTS2 WIND PROJECT,RATTLESNAKE POWER LLC | HEART OF TEXAS WIND LLC,340.0,1.641,south
RN_SOLC_SLR,OTHER,31.8236,-102.3629,manual,1.0,,0.0,,IP QUANTUM BESS LLC | IP QUANTUM LLC,0.0,,west
RN_SR_WIND1,OTHER,26.125979,-97.377599,station_description,1.0,San Roman Wind I LLC,95.3,SAN ROMAN WIND I,SAN ROMAN WIND I LLC,95.0,0.997,south
RN_TOSBATT,OTHER,32.167575,-101.479217,lmp_node_designation,1.0,NRG Elbow Creek Energy Storage Project,2.0,,,0.0,,west
ROSELAND_ALL,OTHER,31.46124,-96.82493,manual,1.0,,0.0,ROSELAND SOLAR AND STORAGE,ENEL GREEN POWER ROSELAND SOLAR LLC | ENEL TRADING NORTH AMERICA LLC,508.0,,north
ROUTE66_RN,RN,35.205278,-101.434167,lmp_node_designation,1.0,Route 66 Wind Plant,150.0,ROUTE 66 WIND POWER,ROUTE 66 WIND POWER LLC,150.0,1.0,west
ROW_ALL,OTHER,29.39,-95.78,owner_name,1.0,Cutlass Solar II,202.8,ROWLAND SOLAR,CUTLASS SOLAR LLC | CUTLASS SOLAR II LLC,303.0,1.494,houston
RPUBRDS_RN,RN,30.881424,-96.62542,station_description,1.0,TX11 Republic Road Storage,50.0,REPUBLIC ROAD STORAGE,KEY CAPTURE ENERGY LLC,52.0,1.04,north
RRANCHES_ALL,OTHER,31.36,-103.33,station_description,1.0,Rodeo Ranch Energy Storage,300.0,RODEO RANCH ENERGY STORAGE,RODEO RANCH ENERGY STORAGE LLC | PLUS POWER LLC,300.0,1.0,west
RRC_WIND_ALL,OTHER,32.404386,-99.107458,gridstatus,1.0,Roadrunner Wind Farm,256.0,ROADRUNNER CROSSING WIND FARM,ROADRUNNER CROSSING WIND FARM LLC | NEXTERA ENERGY RESOURCES LLC,254.0,0.992,west
RSK_RN,RN,31.360331000000002,-99.55136,gridstatus,1.0,Rattlesnake Den,207.2,,RATTLESNAKE WIND I LLC,0.0,,south
RTLSNAKE_BT,OTHER,31.568978,-103.226631,manual,1.0,Rattlesnake (TX),0.0,RATTLESNAKE TNP,HEN INFRASTRUCTURE LLC,10.0,,west
RUSSEKST_RN,RN,31.183494,-101.460355,station_description,1.0,Russek,9.9,RUSSEK STREET,HEN INFRASTRUCTURE LLC 1,10.0,1.01,west
RVN_RN,RN,31.9124,-102.3047,manual,1.0,,0.0,,RAVEN STORAGE LLC,0.0,,west
RVRVLYS_ALL,OTHER,30.41477,-97.35701,station_description,1.0,TX19 River Valley Storage 1,50.0,RIVER VALLEY STORAGE,KEY CAPTURE ENERGY LLC,104.0,2.08,south
SADLBACK_RN,RN,31.332883,-103.498425,station_description,1.0,Saddleback,9.9,SADDLEBACK TNP,HEN INFRASTRUCTURE LLC 1 | HEN INFRASTRUCTURE LLC 2,20.0,2.02,west
SADLBCK_AGR1,OTHER,31.332883,-103.4984,manual,1.0,,0.0,SADDLEBACK TNP,HEN INFRASTRUCTURE LLC 1,10.0,,west
SAH_RN,RN,29.4521,-95.3083,manual,1.0,,0.0,,ESTX PLD HOUSTON2 LLC,0.0,,houston
SALVTION_GEN,OTHER,33.345366,-99.624257,lmp_node_designation,1.0,Willow Springs Wind Farm,250.0,SALVATION,WILLOW SPRINGS WINDFARM LLC,250.0,1.0,west
SAMSON_ALL,OTHER,33.25102,-95.193426,station_description,1.0,Samson Solar Energy,250.0,SAMSON SOLAR 1 | SAMSON SOLAR 3,SAMSON SOLAR ENERGY LLC | SAMSON SOLAR ENERGY II LLC | SAMSON SOLAR ENERGY III LLC,716.0,2.864,north
SANDHSYD1_2,OTHER,30.2098,-97.6129,station_description,1.0,Sand Hill,696.4,SAND HILL ENERGY CTR,CITY OF AUSTIN DBA AUSTIN ENERGY,122.0,0.175,south
SANDHSYD3_4,OTHER,30.2098,-97.6129,station_description,1.0,Sand Hill,696.4,SAND HILL ENERGY CTR,CITY OF AUSTIN DBA AUSTIN ENERGY,122.0,0.175,south
SANDHSYD6_7,OTHER,30.2098,-97.6129,station_description,1.0,Sand Hill,696.4,SAND HILL ENERGY CTR,CITY OF AUSTIN DBA AUSTIN ENERGY,122.0,0.175,south
SANDHSYD_5AC,OTHER,30.2098,-97.6129,station_description,1.0,Sand Hill,696.4,SAND HILL ENERGY CTR,CITY OF AUSTIN DBA AUSTIN ENERGY,390.0,0.56,south
SANDHSYD_CC1,PCCRN,30.2098,-97.6129,station_description,1.0,Sand Hill,696.4,SAND HILL ENERGY CTR,CITY OF AUSTIN DBA AUSTIN ENERGY,756.0,1.086,south
SANDLAKE_RN,RN,31.508786,-103.617546,station_description,1.0,Sandlake,9.9,SANDLAKE TNP,HEN INFRASTRUCTURE LLC 1,10.0,1.01,west
SANTACRU_ALL,OTHER,27.5925,-97.500833,owner_name,1.0,Chapman Ranch Wind I,236.0,SANTA CRUZ,CHAPMAN RANCH WIND I LLC,249.0,1.055,south
SAN_SANMIGG1,OTHER,28.7044,-98.4775,lmp_node_designation,1.0,San Miguel,410.0,SAN MIGUEL GEN,SAN MIGUEL ELECTRIC CO OP INC (RES) | SAN MIGUEL ELECTRIC CO OP INC,430.0,1.049,south
SBEAN_BESS,OTHER,31.821423,-104.045071,station_description,1.0,Screwbean,9.9,SCREWBEAN,HEN INFRASTRUCTURE LLC,10.0,1.01,west
SBE_RN_1,OTHER,29.45527,-96.088253,owner_name,1.0,Bernard Creek Solar,230.0,SBRANCH SOLAR,BERNARD CREEK SOLAR LLC | ENGIE ENERGY MARKETING NA INC,234.0,1.017,south
SC2SES_UNIT1,OTHER,31.93985,-94.989834,manual,1.0,Mountain Creek,0.0,STRYKER CREEK SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,177.0,,north
SCES_UNIT1,OTHER,31.474378,-96.957149,lmp_node_designation,1.0,Sandy Creek Energy Station,1008.0,SANDY CREEK ENERGY STATION,SANDY CREEK ENERGY ASSOCIATES LP TWO | SANDY CREEK ENERGY ASSOCIATES LP,1008.0,1.0,north
SCLP_PUN1,PUN,29.0728,-95.745,manual,1.0,,0.0,,,0.0,,houston
SCLP_PUN2,PUN,29.0728,-95.745,manual,1.0,,0.0,,,0.0,,houston
SCLP_PUN3,PUN,29.0728,-95.745,manual,1.0,,0.0,,,0.0,,houston
SCLP_PUN4,PUN,29.0728,-95.745,manual,1.0,,0.0,,,0.0,,houston
SCLP_SCLPC_1,OTHER,29.0728,-95.745,manual,1.0,,0.0,,SWEENY COGENERATION LLC,0.0,,houston
SCLP_SCLPC_2,OTHER,29.0728,-95.745,manual,1.0,,0.0,,SWEENY COGENERATION LLC,0.0,,houston
SCLP_SCLPC_3,OTHER,29.0728,-95.745,manual,1.0,,0.0,,SWEENY COGENERATION LLC,0.0,,houston
SCLP_SCLPC_4,OTHER,29.0728,-95.745,manual,1.0,,0.0,,SWEENY COGENERATION LLC,0.0,,houston
SCSES_UNIT2,OTHER,31.93985,-94.989834,manual,1.0,Mountain Creek,0.0,STRYKER CREEK SES,LUMINANT GENERATION COMPANY LLC | LUMINANT ENERGY COMPANY LLC,479.0,,north
SENATEWD_1,OTHER,33.205801,-98.365069,station_description,1.0,Senate Wind LLC,150.0,SENATE WIND FARM,SENATE WIND LLC,150.0,1.0,north
SEVNF_ES_RN,RN,27.4546,-99.4188,manual,1.0,Hidden Lakes Reliability Project,0.0,,SEVEN FLAGS BESS LLC,0.0,,south
SE_EDINB_RN,RN,26.288083,-98.14503,manual,1.0,,0.0,,MEP EDINBURG BESS LLC,0.0,,south
SGM_SIGNALMT,OTHER,32.2075,-101.388333,owner_name,1.0,Big Spring Wind Power Facility,34.3,SIGNAL MOUNTAIN,TEXAS BIG SPRING LLC | TERRA-GEN OPERATING COMPANY LLC,35.0,1.02,west
SGSA_DGR,OTHER,31.040031,-103.652607,lmp_node_designation,1.0,Matta Power Station,10.0,SARAGOSA,MATTA POWER STATION LLC,10.0,1.0,west
SG_BES_BESS1,OTHER,30.924381,-102.953583,owner_name,1.0,St. Gall Energy Storage I,102.6,,ST GALL ENERGY STORAGE I LLC | ST GALL ENERGY STORAGE II LLC,0.0,,west
SHAFFER_ALL,OTHER,27.580489,-97.640077,owner_name,1.0,Patriot Wind Farm,226.1,SHAFFER,PATRIOT WIND FARM LLC,226.0,1.0,south
SHAMROCK_RN,RN,30.936000000000007,-101.607,gridstatus,1.0,Sunray Wind I,49.5,SHAMROCK WIND,SHAMROCK ENERGY STORAGE LLC | NEXTERA ENERGY RESOURCES LLC | SHAMROCK WIND LLC,224.0,4.525,west
SHANNONW_RN,RN,33.509722,-98.360833,station_description,1.0,Shannon Wind,204.0,SHANNON WIND PROJECT,1370 SHANNON LLC,204.0,1.0,west
SHAW_SLR_RN,RN,29.756102,-99.095694,manual,1.0,,0.0,SHAW SOLAR,RIO LAGO SOLAR LLC,125.0,,south
SHEEPCRK_1,OTHER,32.4037,-99.107,gridstatus,1.0,Longhorn Wind,200.0,SHEEP CREEK WIND AND STORAGE,LONGHORN STORAGE LLC | ENGIE ENERGY MARKETING NA INC | CENTURY OAK WIND PROJECT LLC | ENGIE ENERGY MARKETING NA INC SQ60,150.0,0.75,west
