bus,lat,lon,carrier,capacity_mw,sub_id,sub_name,eia_plant_code,match_quality
7133,29.759124,-95.009648,gas,140.0,984,LAPORTE,10692.0,matched_fuel
7134,29.759124,-95.009648,gas,78.0,984,LAPORTE,7325.0,matched_all
7135,29.759124,-95.009648,gas,29.0,984,LAPORTE,10692.0,matched_fuel
7136,29.759124,-95.009648,gas,29.0,984,LAPORTE,10692.0,matched_fuel
7137,29.759124,-95.009648,gas,29.0,984,LAPORTE,10692.0,matched_fuel
7144,29.6981,-95.2547,gas,35.0,986,HOUSTON 14,50229.0,matched_all
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7159,29.9417,-95.5306,gas,14.0,998,HOUSTON 5,3469.0,matched_fuel
7162,29.9417,-95.5306,gas,110.0,998,HOUSTON 5,3469.0,matched_all
7163,29.9417,-95.5306,gas,110.0,998,HOUSTON 5,3469.0,matched_all
7164,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,matched_fuel
7165,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,matched_fuel
7166,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,matched_fuel
7167,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,matched_fuel
7168,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,matched_fuel
7169,29.9417,-95.5306,gas,56.0,998,HOUSTON 5,3469.0,matched_fuel
7170,29.9417,-95.5306,gas,54.0,998,HOUSTON 5,3469.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7184,29.480277,-95.620277,gas,44.5,1009,MISSOURI CITY 2,64383.0,matched_fuel
7224,29.703454,-95.398317,gas,50.0,1027,HOUSTON 43,57504.0,matched_all
7224,29.703454,-95.398317,gas,47.0,1027,HOUSTON 43,57504.0,matched_all
7230,29.537482,-95.969548,solar,10.0,1031,BEASLEY,61868.0,matched_all
7266,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,matched_all
7267,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,matched_all
7268,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,matched_all
7269,29.6225,-95.0458,gas,75.0,1062,PASADENA 3,10298.0,matched_all
7280,29.7731,-94.9019,gas,258.0,1069,MONT BELVIEU,55327.0,matched_all
7281,29.7731,-94.9019,gas,198.0,1069,MONT BELVIEU,55327.0,matched_all
7284,29.751645,-94.92312,gas,178.0,1070,BAYTOWN 3,56806.0,matched_all
7285,29.751645,-94.92312,gas,163.0,1070,BAYTOWN 3,56806.0,matched_all
7286,29.751645,-94.92312,gas,163.0,1070,BAYTOWN 3,56806.0,matched_all
7307,29.289415,-96.065399,gas,478.4,1085,WHARTON 1,60122.0,matched_fuel
7308,29.289415,-96.065399,gas,335.0,1085,WHARTON 1,60122.0,matched_all
7309,29.289415,-96.065399,gas,329.3,1085,WHARTON 1,60122.0,matched_all
7312,29.002,-95.394,other,11.7,1086,LAKE JACKSON,55311.0,matched_location
7323,28.9802,-95.342,gas,160.0,1093,FREEPORT 1,56152.0,matched_all
7324,28.9802,-95.342,gas,73.0,1093,FREEPORT 1,59145.0,matched_all
7325,28.9802,-95.342,gas,73.0,1093,FREEPORT 1,59145.0,matched_all
7326,28.9802,-95.342,gas,73.0,1093,FREEPORT 1,59145.0,matched_all
7329,29.2639,-95.8997,gas,69.0,1094,NEWGULF,50137.0,matched_fuel
7334,29.7189,-95.2319,gas,241.0,1096,PASADENA 1,55299.0,matched_all
7335,29.7189,-95.2319,gas,173.0,1096,PASADENA 1,55047.0,matched_all
7349,29.4828,-95.6311,coal,664.0,1105,THOMPSONS,3470.0,matched_location
7350,29.4828,-95.6311,coal,663.0,1105,THOMPSONS,3470.0,matched_location
7351,29.4828,-95.6311,coal,610.0,1105,THOMPSONS,3470.0,matched_location
7352,29.4828,-95.6311,coal,577.0,1105,THOMPSONS,3470.0,matched_location
7353,29.4828,-95.6311,gas,552.0,1105,THOMPSONS,3470.0,matched_fuel
7354,29.4828,-95.6311,gas,240.0,1105,THOMPSONS,55357.0,matched_all
7355,29.4828,-95.6311,gas,169.0,1105,THOMPSONS,3470.0,matched_all
7356,29.4828,-95.6311,gas,169.0,1105,THOMPSONS,3470.0,matched_all
7357,29.4828,-95.6311,gas,13.0,1105,THOMPSONS,3470.0,matched_fuel
7369,29.836952,-95.121744,gas,163.0,1110,CHANNELVIEW 1,55187.0,matched_all
7370,29.836952,-95.121744,gas,163.0,1110,CHANNELVIEW 1,55187.0,matched_all
7371,29.836952,-95.121744,gas,160.0,1110,CHANNELVIEW 1,55187.0,matched_fuel
7372,29.836952,-95.121744,gas,159.0,1110,CHANNELVIEW 1,55187.0,matched_fuel
7373,29.836952,-95.121744,gas,126.0,1110,CHANNELVIEW 1,55187.0,matched_fuel
7392,29.838138,-94.900661,gas,12.3,1121,BAYTOWN 4,57322.0,matched_fuel
7400,29.822201,-95.219429,gas,57.0,1129,HOUSTON 6,3464.0,matched_fuel
7400,29.822201,-95.219429,gas,53.0,1129,HOUSTON 6,3464.0,matched_fuel
7400,29.822201,-95.219429,gas,53.0,1129,HOUSTON 6,3464.0,matched_fuel
7400,29.822201,-95.219429,gas,47.0,1129,HOUSTON 6,3464.0,matched_fuel
7400,29.822201,-95.219429,gas,56.0,1129,HOUSTON 6,3464.0,matched_fuel
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,matched_all
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,matched_all
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,matched_all
7403,29.7028,-95.0718,gas,36.0,1130,PASADENA 4,10692.0,matched_all
7414,28.69637,-96.9453,gas,43.0,1138,VICTORIA 1,61242.0,matched_all
7414,28.69637,-96.9453,gas,43.0,1138,VICTORIA 1,61242.0,matched_all
7422,29.432362,-95.250698,battery,50.0,1143,ALVIN,65493.0,matched_all
7428,28.991289,-95.407481,gas,35.0,1147,FREEPORT 2,52120.0,matched_fuel
8020,32.4744,-95.7156,solar,59.0,1167,BEN WHEELER,62774.0,matched_all
8033,30.65991,-95.973798,battery,100.0,1176,SHIRO,65698.0,matched_all
8046,31.8907,-96.1131,gas,182.0,1183,FAIRFIELD 1,55226.0,matched_all
8047,31.8907,-96.1131,gas,182.0,1183,FAIRFIELD 1,55226.0,matched_all
8048,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,matched_all
8049,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,matched_all
8050,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,matched_all
8051,31.8907,-96.1131,gas,167.0,1183,FAIRFIELD 1,55226.0,matched_all
8070,31.4219,-96.2525,coal,836.0,1195,JEWETT 1,298.0,matched_all
8071,31.4219,-96.2525,coal,824.0,1195,JEWETT 1,298.0,matched_all
8077,32.017826,-94.619743,gas,405.0,1198,MT. ENTERPRISE,55132.0,matched_fuel
8078,32.017826,-94.619743,gas,148.0,1198,MT. ENTERPRISE,55132.0,matched_fuel
8079,32.017826,-94.619743,gas,146.0,1198,MT. ENTERPRISE,55132.0,matched_fuel
8080,32.017826,-94.619743,gas,146.0,1198,MT. ENTERPRISE,55132.0,matched_fuel
8087,31.1803,-96.4866,coal,855.0,1200,FRANKLIN,6180.0,matched_all
8088,31.1803,-96.4866,coal,855.0,1200,FRANKLIN,6180.0,matched_all
8099,31.832132,-94.90064,biomass,100.0,1208,CUSHING 1,55708.0,matched_all
8115,31.93985,-94.989834,gas,502.0,1220,JACKSONVILLE 1,3504.0,matched_location
8116,31.93985,-94.989834,gas,167.0,1220,JACKSONVILLE 1,3504.0,matched_location
8139,30.617778,-96.343333,gas,32.4,1236,COLLEGE STATION 2,58151.0,matched_all
8139,30.617778,-96.343333,gas,11.0,1236,COLLEGE STATION 2,58151.0,matched_fuel
8141,30.881424,-96.62542,battery,50.0,1237,HEARNE,65694.0,matched_all
8152,30.64741,-96.372316,gas,21.0,1246,BRYAN 2,3561.0,matched_all
8158,30.7217,-96.4608,gas,47.1,1250,BRYAN 1,6243.0,matched_fuel
8158,30.7217,-96.4608,gas,47.1,1250,BRYAN 1,6243.0,matched_fuel
12502,32.2606,-94.5706,coal,805.0,1271,TATUM 1,6146.0,matched_all
12503,32.2606,-94.5706,coal,805.0,1271,TATUM 1,6146.0,matched_all
12504,32.2606,-94.5706,coal,800.0,1271,TATUM 1,6146.0,matched_all
12506,32.7563,-96.4916,gas,406.0,558,FORNEY,55480.0,matched_all
12507,32.7563,-96.4916,gas,406.0,558,FORNEY,55480.0,matched_all
12508,32.7563,-96.4916,gas,165.0,558,FORNEY,55480.0,matched_fuel
12509,32.7563,-96.4916,gas,165.0,558,FORNEY,55480.0,matched_fuel
12510,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,matched_fuel
12511,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,matched_fuel
12512,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,matched_fuel
12513,32.7563,-96.4916,gas,157.0,558,FORNEY,55480.0,matched_fuel
12514,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,matched_all
12515,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,matched_all
12516,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,matched_all
12517,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,matched_all
12518,32.4302,-97.0537,gas,270.0,681,MIDLOTHIAN 1,55091.0,matched_all
12519,32.4302,-97.0537,gas,255.0,681,MIDLOTHIAN 1,55091.0,matched_all
12520,31.055833,-97.317222,gas,232.0,576,TEMPLE 1,58001.0,matched_all
12521,31.055833,-97.317222,gas,232.0,576,TEMPLE 1,58001.0,matched_all
12522,31.055833,-97.317222,gas,232.0,576,TEMPLE 1,58001.0,matched_all
12524,29.309722,-98.3203,coal,785.0,895,SAN ANTONIO 7,7097.0,matched_fuel
12525,29.309722,-98.3203,coal,560.0,895,SAN ANTONIO 7,7097.0,matched_all
12526,29.6244,-98.1419,gas,153.0,751,MARION 1,55153.0,matched_all
12527,29.6244,-98.1419,gas,153.0,751,MARION 1,55153.0,matched_all
12529,32.7283,-97.2192,gas,435.0,670,FORT WORTH 3,3491.0,matched_all
12530,32.7283,-97.2192,gas,435.0,670,FORT WORTH 3,3491.0,matched_all
12531,32.7283,-97.2192,gas,375.0,670,FORT WORTH 3,3491.0,matched_all
12532,33.101,-97.9574,gas,165.0,514,POOLVILLE,55230.0,matched_all
12533,33.101,-97.9574,gas,165.0,514,POOLVILLE,55230.0,matched_all
12534,33.101,-97.9574,gas,165.0,514,POOLVILLE,55230.0,matched_all
12537,32.8358,-96.5458,gas,523.0,592,SUNNYVALE,3452.0,matched_fuel
12538,32.8358,-96.5458,gas,392.0,592,SUNNYVALE,3452.0,matched_all
12540,29.7731,-94.9019,gas,198.0,1069,MONT BELVIEU,55327.0,matched_all
12541,29.7731,-94.9019,gas,198.0,1069,MONT BELVIEU,55327.0,matched_all
12542,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,60459.0,matched_all
12543,28.6917,-96.5417,gas,72.0,948,POINT COMFORT 2,60459.0,matched_all
12545,29.191296,-95.967518,solar,510.0,1122,VAN VLECK,61875.0,matched_fuel
12546,29.191296,-95.967518,battery,305.0,1122,VAN VLECK,61875.0,matched_location
12548,31.8594,-97.3586,gas,158.0,414,CLIFTON 1,55172.0,matched_all
12549,31.8594,-97.3586,gas,158.0,414,CLIFTON 1,55172.0,matched_all
12550,31.8594,-97.3586,gas,157.0,414,CLIFTON 1,55172.0,matched_all
12551,31.8594,-97.3586,gas,82.0,414,CLIFTON 1,55172.0,matched_fuel
12552,29.7189,-95.2319,gas,173.0,1096,PASADENA 1,55047.0,matched_all
12553,29.7189,-95.2319,gas,173.0,1096,PASADENA 1,55047.0,matched_all
12557,33.0583,-97.9103,gas,245.0,1272,POOLVILLE 1,55320.0,matched_all
12558,33.0583,-97.9103,gas,245.0,1272,POOLVILLE 1,55320.0,matched_all
12559,33.0583,-97.9103,gas,245.0,1272,POOLVILLE 1,55320.0,matched_all
12561,26.3403,-98.19,gas,237.0,244,EDINBURG 2,55123.0,matched_all
12562,26.3403,-98.19,gas,215.0,244,EDINBURG 2,55545.0,matched_all
12563,26.3403,-98.19,gas,215.0,244,EDINBURG 2,55545.0,matched_all
12568,29.378097,-94.932773,gas,158.0,999,TEXAS CITY 1,52088.0,matched_all
12569,29.378097,-94.932773,gas,158.0,999,TEXAS CITY 1,52088.0,matched_all
12570,29.378097,-94.932773,gas,158.0,999,TEXAS CITY 1,52088.0,matched_all
12571,29.378097,-94.932773,gas,75.0,999,TEXAS CITY 1,52132.0,matched_all
12572,29.378097,-94.932773,gas,75.0,999,TEXAS CITY 1,52132.0,matched_all
12574,29.2878,-96.0683,gas,31.0,1273,WHARTON 3,56350.0,matched_fuel
12574,29.2878,-96.0683,gas,31.0,1273,WHARTON 3,56350.0,matched_fuel
12575,29.2878,-96.0683,gas,103.0,1273,WHARTON 3,56350.0,matched_all
12576,29.2878,-96.0683,gas,103.0,1273,WHARTON 3,56350.0,matched_all
12577,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,matched_all
12578,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,matched_all
12579,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,matched_all
12580,29.2878,-96.0683,gas,85.0,1273,WHARTON 3,56350.0,matched_all
12583,34.485162,-101.971401,solar,600.0,1274,TULIA 1,,no match
12586,29.013637,-96.220536,solar,600.0,1275,EL CAMPO 1,,no match
12588,30.998647,-97.259017,solar,320.0,648,ROGERS,66420.0,matched_location
12589,30.998647,-97.259017,battery,259.0,648,ROGERS,66420.0,matched_all
12591,31.461242,-96.824928,battery,51.8,1276,RIESEL 3,65028.0,matched_all
12592,31.461242,-96.824928,solar,500.0,1276,RIESEL 3,65998.0,matched_fuel
12594,31.171652,-101.881147,wind,50.0,1277,RANKIN 1,65335.0,matched_fuel
12594,31.171652,-101.881147,wind,51.1,1277,RANKIN 1,65335.0,matched_fuel
12595,31.171652,-101.881147,wind,449.5,1277,RANKIN 1,65335.0,matched_fuel
12597,29.4731,-95.6244,gas,204.0,944,RICHMOND 1,55357.0,matched_all
12598,29.4731,-95.6244,gas,167.0,944,RICHMOND 1,55357.0,matched_all
12599,29.4731,-95.6244,gas,167.0,944,RICHMOND 1,55357.0,matched_all
12602,32.403056,-97.700556,battery,260.0,1278,GRANBURY 4,8063.0,matched_all
12603,32.403056,-97.700556,gas,69.0,1278,GRANBURY 4,59812.0,matched_fuel
12604,32.403056,-97.700556,gas,69.0,1278,GRANBURY 4,59812.0,matched_fuel
12605,32.403056,-97.700556,gas,68.0,1278,GRANBURY 4,59812.0,matched_fuel
12606,32.403056,-97.700556,gas,68.0,1278,GRANBURY 4,59812.0,matched_fuel
12609,31.79261,-100.69729,wind,525.0,1279,ROBERT LEE 1,63209.0,matched_all
12610,29.257046,-98.384045,gas,190.0,797,SAN ANTONIO 22,7512.0,matched_all
12611,29.257046,-98.384045,gas,164.0,797,SAN ANTONIO 22,7512.0,matched_all
12612,29.257046,-98.384045,gas,164.0,797,SAN ANTONIO 22,7512.0,matched_all
12614,30.558,-98.3721,gas,180.0,728,HORSESHOE BAY,4937.0,matched_all
12615,30.558,-98.3721,gas,168.0,728,HORSESHOE BAY,4937.0,matched_all
12616,30.558,-98.3721,gas,168.0,728,HORSESHOE BAY,4937.0,matched_all
12619,34.913,-102.2706,solar,515.0,1280,DAWN 1,,no match
12622,30.1478,-97.2714,gas,172.0,1281,BASTROP 1,55154.0,matched_all
12623,30.1478,-97.2714,gas,169.0,1281,BASTROP 1,55154.0,matched_all
12624,30.1478,-97.2714,gas,169.0,1281,BASTROP 1,55154.0,matched_all
12626,27.8139,-97.4283,gas,173.0,338,CORPUS CHRISTI 14,55206.0,matched_all
12627,27.8139,-97.4283,gas,173.0,338,CORPUS CHRISTI 14,55206.0,matched_all
12628,27.8139,-97.4283,gas,160.0,338,CORPUS CHRISTI 14,55206.0,matched_fuel
12631,30.91,-101.263,wind,500.6,1282,OZONA 1,64710.0,matched_all
12634,34.4067,-101.59661,solar,500.0,1283,KRESS 1,64233.0,matched_all
12635,29.122,-96.276,solar,500.0,950,EL CAMPO,64927.0,matched_all
12638,33.119213,-98.852577,wind,500.0,1284,GRAHAM 1,65763.0,matched_all
12641,29.02939,-96.2362,battery,500.0,1285,EL CAMPO 2,,no match
12643,26.34172,-98.175759,gas,177.0,310,MCALLEN 1,55545.0,matched_all
12644,26.34172,-98.175759,gas,159.0,310,MCALLEN 1,55545.0,matched_all
12645,26.34172,-98.175759,gas,157.0,310,MCALLEN 1,55545.0,matched_all
12647,31.262546,-99.843961,wind,491.6,222,EDEN,62853.0,matched_all
12649,29.8161,-95.10773,gas,85.5,929,HOUSTON 9,50815.0,matched_all
12650,29.8161,-95.10773,gas,68.2,929,HOUSTON 9,60460.0,matched_all
12651,29.8161,-95.10773,gas,66.6,929,HOUSTON 9,60460.0,matched_all
12652,29.8161,-95.10773,gas,66.2,929,HOUSTON 9,60460.0,matched_all
12653,29.8161,-95.10773,gas,65.9,929,HOUSTON 9,60460.0,matched_all
12654,29.8161,-95.10773,gas,65.1,929,HOUSTON 9,60460.0,matched_all
12655,29.8161,-95.10773,gas,64.4,929,HOUSTON 9,60460.0,matched_all
12657,31.5481,-99.1872,solar,320.0,171,RICHLAND SPRINGS,64859.0,matched_all
12658,31.5481,-99.1872,battery,160.0,171,RICHLAND SPRINGS,64859.0,matched_location
12661,32.883528,-100.746389,solar,320.0,1286,SNYDER 3,65644.0,matched_all
12662,32.883528,-100.746389,battery,160.0,1286,SNYDER 3,65644.0,matched_location
12665,32.901081,-100.982695,solar,320.0,1287,SNYDER 4,65645.0,matched_all
12666,32.901081,-100.982695,battery,160.0,1287,SNYDER 4,65696.0,matched_fuel
12668,31.8414,-102.315,gas,98.1,1,ODESSA 2,56349.0,matched_all
12669,31.8414,-102.315,gas,98.1,1,ODESSA 2,56349.0,matched_all
12670,31.8414,-102.315,gas,70.0,1,ODESSA 2,56349.0,matched_fuel
12671,31.8414,-102.315,gas,70.0,1,ODESSA 2,56349.0,matched_fuel
12672,31.8414,-102.315,gas,68.0,1,ODESSA 2,56349.0,matched_fuel
12673,31.8414,-102.315,gas,68.0,1,ODESSA 2,56349.0,matched_fuel
12675,33.39167,-95.42519,solar,471.0,94,PATTONVILLE,64347.0,matched_all
12677,33.169139,-99.266006,wind,350.2,703,THROCKMORTON,64164.0,matched_location
12678,33.169139,-99.266006,battery,120.0,703,THROCKMORTON,64164.0,matched_all
12680,32.116388,-102.528333,battery,40.0,1288,ANDREWS 1,63255.0,matched_all
12681,32.116388,-102.528333,solar,420.0,1288,ANDREWS 1,63255.0,matched_location
12682,28.991289,-95.407481,gas,95.6,1147,FREEPORT 2,52120.0,matched_all
12683,28.991289,-95.407481,gas,95.6,1147,FREEPORT 2,52120.0,matched_all
12684,28.991289,-95.407481,gas,95.2,1147,FREEPORT 2,52120.0,matched_all
12685,28.991289,-95.407481,gas,68.3,1147,FREEPORT 2,55311.0,matched_all
12686,28.991289,-95.407481,gas,68.3,1147,FREEPORT 2,55311.0,matched_all
12687,31.219444,-102.19222,solar,200.0,25,MCCAMEY 1,62561.0,matched_location
12688,31.219444,-102.19222,solar,200.0,25,MCCAMEY 1,62561.0,matched_location
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12689,29.426389,-94.976667,gas,44.5,1065,TEXAS CITY 2,63688.0,matched_fuel
12692,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,matched_fuel
12693,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,matched_fuel
12694,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,matched_fuel
12695,29.0728,-95.745,gas,109.0,1289,OLD OCEAN 1,55015.0,matched_fuel
12697,29.33355,-95.82544,solar,430.0,1100,NEEDVILLE,64133.0,matched_all
12700,29.378697,-94.943829,gas,142.0,1033,LA MARQUE,52088.0,matched_all
12701,29.378697,-94.943829,gas,92.0,1033,LA MARQUE,55470.0,matched_all
12702,29.378697,-94.943829,gas,92.0,1033,LA MARQUE,55470.0,matched_all
12703,29.378697,-94.943829,gas,92.0,1033,LA MARQUE,55470.0,matched_all
12705,29.943892,-95.531254,gas,204.0,1073,HOUSTON 69,3469.0,matched_fuel
12706,29.943892,-95.531254,gas,204.0,1073,HOUSTON 69,3469.0,matched_fuel
12708,32.139,-97.06,solar,405.0,413,MILFORD,66324.0,matched_fuel
12710,33.261505,-97.238057,solar,275.0,599,DENTON 6,65271.0,matched_all
12711,33.261505,-97.238057,battery,125.0,599,DENTON 6,65271.0,matched_location
12713,31.710422,-96.818676,solar,400.0,511,COOLIDGE,65762.0,matched_all
12716,33.22392,-95.730767,solar,300.0,1290,SULPHUR SPRINGS 1,,no match
12717,33.22392,-95.730767,battery,100.0,1290,SULPHUR SPRINGS 1,,no match
12720,32.5557,-101.660063,battery,400.0,1291,GAIL 1,,no match
12722,32.3358,-100.9156,oil,67.0,160,COLORADO CITY,3492.0,matched_fuel
12723,32.3358,-100.9156,oil,67.0,160,COLORADO CITY,3492.0,matched_fuel
12724,32.3358,-100.9156,oil,67.0,160,COLORADO CITY,3492.0,matched_fuel
12725,32.3358,-100.9156,oil,66.0,160,COLORADO CITY,3492.0,matched_fuel
12726,32.3358,-100.9156,oil,65.0,160,COLORADO CITY,3492.0,matched_fuel
12727,32.3358,-100.9156,oil,65.0,160,COLORADO CITY,3492.0,matched_fuel
12729,33.068055,-96.452481,gas,138.0,559,LAVON,3576.0,matched_fuel
12730,33.068055,-96.452481,gas,107.0,559,LAVON,3576.0,matched_fuel
12731,33.068055,-96.452481,gas,75.0,559,LAVON,3576.0,matched_all
12732,33.068055,-96.452481,gas,75.0,559,LAVON,3576.0,matched_all
12733,32.926389,-101.647778,wind,211.0,3,O DONNELL 1,57983.0,matched_all
12734,32.926389,-101.647778,wind,165.0,3,O DONNELL 1,56956.0,matched_all
12737,33.85245,-99.06509,wind,366.6,1292,ELECTRA 1,64149.0,matched_all
12739,27.88929,-97.258417,gas,141.0,299,INGLESIDE,55086.0,matched_fuel
12740,27.88929,-97.258417,gas,140.0,299,INGLESIDE,55086.0,matched_fuel
12741,27.88929,-97.258417,gas,85.0,299,INGLESIDE,55086.0,matched_fuel
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12742,29.64536,-95.45169,gas,44.5,1078,HOUSTON 50,57504.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12743,29.848372,-95.016398,gas,44.5,1060,CHANNELVIEW 2,10692.0,matched_all
12745,33.915315,-99.740278,wind,350.3,62,VERNON 2,61402.0,matched_all
12748,29.159228,-96.141572,solar,350.0,1293,PIERCE 1,66157.0,matched_all
12750,29.263123,-95.258004,solar,350.0,958,LIVERPOOL,65521.0,matched_fuel
12753,33.303497,-101.65722,wind,338.4,1294,WILSON 1,62620.0,matched_all
12756,33.746323,-99.665516,wind,336.0,1295,TRUSCOTT 1,64639.0,matched_all
12758,33.201315,-95.319229,solar,255.9,1238,MOUNT VERNON,67762.0,matched_location
12759,33.201315,-95.319229,battery,72.2,1238,MOUNT VERNON,67762.0,matched_all
12760,29.822201,-95.219429,gas,61.0,1129,HOUSTON 6,3464.0,matched_all
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,matched_all
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,matched_all
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,matched_all
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,matched_all
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,matched_all
12761,29.49233,-94.98483,gas,54.0,932,BACLIFF,63688.0,matched_all
12764,32.072844,-96.22393,solar,240.8,1296,CORSICANA 3,66801.0,matched_location
12765,32.072844,-96.22393,battery,73.1,1296,CORSICANA 3,66801.0,matched_all
12766,29.228486,-95.427444,solar,313.0,1053,ANGLETON,65372.0,matched_location
12769,33.481551,-95.269247,solar,310.0,72,DEPORT,,no match
12771,31.819958,-97.517494,solar,310.0,653,CLIFTON 2,67023.0,matched_fuel
12773,28.170179,-97.817507,wind,307.1,339,MATHIS,61343.0,matched_all
12775,31.10409,-102.60625,solar,306.0,27,CRANE,67006.0,matched_all
12776,31.091925,-96.69503,coal,153.0,1249,BREMOND,7030.0,matched_all
