PHYSICAL_LOAD,NOIE,VOLTAGE_NAME,SUBSTATION,ELECTRICAL_BUS
PURGROT1,LZ_LCRA,138,PURGRO,PRT1_
REDROCT1,LZ_LCRA,138,REDROC,L_REDROC8_1Y
REDWOOT1,LZ_LCRA,138,REDWOO,L_REDWOO8_1W
REDWOOT2,LZ_LCRA,138,REDWOO,L_REDWOO8_1X
REDWOOT3,LZ_LCRA,138,REDWOO,L_REDWOO8_1Z
RIDGMAT1,LZ_LCRA,138,RIDGMA,RIT1
T1,LZ_LCRA,138,RIVEOA,L_RIVEOA8_1Y
RNRD12T2,LZ_LCRA,138,RNRD12,L_RARO128_1X
ROHR_T1,LZ_LCRA,138,ROHR,L_ROHR__8_1Y
RUTHERT1,LZ_LCRA,138,RUTHER,L_RUTHER8_1Z
RUTHERT2,LZ_LCRA,138,RUTHER,RUTHERT2_
SANDHIT1,LZ_LCRA,138,SANDHI,L_SANDHI8_1Y
SANMART1,LZ_LCRA,138,SANMAR,L_SANMAR8_1Z
SANMART2,LZ_LCRA,138,SANMAR,L_SANMAR8_1X
SANSABT4,LZ_LCRA,138,SANSAB,ET4
SATTLET2,LZ_LCRA,138,SATTLE,L_SATTLE8_1Y
SCHULET1,LZ_LCRA,138,SCHULE,L_SCHULE8_1Z
SCHULET2,LZ_LCRA,138,SCHULE,L_SCHULE8_1Y
SEGOVIL1,LZ_LCRA,69,SEGOVI,L_SEGOVI9_1Z
SEWAJU_T1,LZ_LCRA,138,SEWAJU,SEWAJU_L_B
SEWAJU_T2,LZ_LCRA,138,SEWAJU,SEWAJU_L_A
T-1,LZ_LCRA,138,SHADGL,SHADGL_KR
SHERSHT1,LZ_LCRA,138,SHERSH,L_SHERSH8_1Y
SHERSHT2,LZ_LCRA,138,SHERSH,L_SHERSH8_1Z
SHINERT1,LZ_LCRA,138,SHINER,LOADT_1
SMITHVT1,LZ_LCRA,138,SMITHV,L_SMITHV8_1X
SMITHVT2,LZ_LCRA,138,SMITHV,L_SMITHV8_1Z
SPANOAT1,LZ_LCRA,138,SPANOA,ST1
SPICEWT1,LZ_LCRA,138,SPICEW,L_SPICEW8_1X
SPICEWT2,LZ_LCRA,138,SPICEW,L_SPICEW8_1Z
T_1,LZ_LCRA,138,STARCK,STARCK_K
L1,LZ_LCRA,138,STRAHAT1,L_STRAHA8_1Y
SWIFTET1,LZ_LCRA,138,SWIFTE,L_SWIFTE8_1Y
TAHIVIT1,LZ_LCRA,138,TAHIVI,L_TAHIVI8_1Y
TARPLET1,LZ_LCRA,69,TARPLE,L_TARPLE9_1Y
T2,LZ_LCRA,138,TURNER,TURNER_K
TURNERT1,LZ_LCRA,138,TURNER,L_TURNER8_1Y
TURTCRT1,LZ_LCRA,138,TURTCR,L_TURTCR8_1Z
UTOPIAT1,LZ_LCRA,69,UTOPIA,L_UTOPIA9_1Y
T-1,LZ_LCRA,69,WAELDE,L_WAELDE9_1Y
WALLERT2,LZ_LCRA,138,WALLER,L_WALLER8_1Z
WARDA_T1,LZ_LCRA,138,WARDA,L_WARDA8_1Y
WEBBERT1,LZ_LCRA,138,WEBBER,L_WEBBER8_1Y
WEIMART1,LZ_LCRA,138,WEIMAR,L_WEIMAR8_1Y
WELCOME,LZ_LCRA,138,WELCOM,L_WELCOM8_1Y
WELFART1,LZ_LCRA,138,WELFAR,L_WELFAR8_1Z
WELFART2,LZ_LCRA,138,WELFAR,L_WELFAR8_1Y
WHITEST1,LZ_LCRA,138,WHITES,L_WHITES8_1Z
WHITEST2,LZ_LCRA,138,WHITES,L_WHITES8_1X
LOADT1,LZ_LCRA,138,WIMBER,MWL1
LOADT2,LZ_LCRA,138,WIMBER,WML2
T5,LZ_LCRA,138,WIRTZ,WIRTZ_K
T6,LZ_LCRA,138,WIRTZ,WIRTZ_KB
WYLDWOT1,LZ_LCRA,138,WYLDWO,WYLWOT1
YOAKUMT2,LZ_LCRA,138,YOAKUM,L_YOAKUM8_1Z
YOAKUMT3,LZ_LCRA,138,YOAKUM,L_YOAKUM8_1X
ABLSPRC1,LZ_RAYBN,138,ABLSPRRC,ABLSPRRC_K
ABLSPRC2,LZ_RAYBN,138,ABLSPRRC,ABLSPRRC_KX
ALHUB_RC1,LZ_RAYBN,138,ALHUB_RC,ALHUB_RC_L_B
ALHUB_RC2,LZ_RAYBN,138,ALHUB_RC,ALHUB_RC_L_A
ANNA_RC1,LZ_RAYBN,138,ANNA_RC,ANNA_RC_L_A
ANNA_RC2,LZ_RAYBN,138,ANNA_RC,ANNA_RC_L_B
ANTLD1RC,LZ_RAYBN,138,ANTSS_RC,ALD1
ANTLD2RC,LZ_RAYBN,138,ANTSS_RC,ALD2
BELLSN1,LZ_RAYBN,138,BELSN_RC,BELLSN1
BELLSN2,LZ_RAYBN,138,BELSN_RC,BELLSN2
BLRDG_1,LZ_RAYBN,69,BLRDG_RC,BLRDG_RC_1
BLRDG_2,LZ_RAYBN,69,BLRDG_RC,BLRDG_RC_2
BLRDG_3,LZ_RAYBN,69,BLRDG_RC,BLRDG_RC_3
BONLK_RC,LZ_RAYBN,138,BONLK_RC,BONLK_RC_AG1
BRINKR1,LZ_RAYBN,138,BRINKRRC,BRINKR1_L_A
BRINKR2,LZ_RAYBN,138,BRINKRRC,BRINKR2_L_B
BRTNL1RC,LZ_RAYBN,138,BRTNSSRC,BLD1
BRTNL2RC,LZ_RAYBN,138,BRTNSSRC,BLD2
BURORC_1,LZ_RAYBN,138,BUROW_RC,BURORC_1
BURORC_2,LZ_RAYBN,138,BUROW_RC,BURORC_2
CAVDR_RC1,LZ_RAYBN,138,CAVDR_RC,ELB1
CAVDR_RC2,LZ_RAYBN,138,CAVDR_RC,ELB2
CAVDR_RC3,LZ_RAYBN,138,CAVDR_RC,ELB3
CDRLD1RC,LZ_RAYBN,138,CDRSS_RC,CDRLD1
CDRLD2RC,LZ_RAYBN,138,CDRSS_RC,CDRL2
CELINA_RC1,LZ_RAYBN,138,CELINARC,CELINARC_L_B
CELINA_RC2,LZ_RAYBN,138,CELINARC,CELINARC_L_A
CHAMB_RC1,LZ_RAYBN,138,CHAMB_RC,CHAMB_RC_L_A
CHAMB_RC2,LZ_RAYBN,138,CHAMB_RC,CHAMB_RC_L_B
CHERY_RC,LZ_RAYBN,138,CHERY_RC,CHERY_RC_L_A
CLIMAX,LZ_RAYBN,138,CLMX_RC,CLMX_RC_L_A
CNTLD1RC,LZ_RAYBN,138,CNTSUBRC,CL1
COFLD1RC,LZ_RAYBN,138,COFESSRC,CFL1
COMBINRC,LZ_RAYBN,138,COMBINRC,COMBINRC_L_A
COMBINRC2,LZ_RAYBN,138,COMBINRC,0180
COMBINE_NT1_RC,LZ_RAYBN,138,COMBNTRC,CNT1
COMBINE_NT2_RC,LZ_RAYBN,138,COMBNTRC,CNT2
COMSW_RC1,LZ_RAYBN,138,COMSW_RC,COMSW_RC1
COMSW_RC2,LZ_RAYBN,138,COMSW_RC,COMSW_RC2
CPR_RC_1,LZ_RAYBN,138,CPR_RC,CPR1
CPR_RC_2,LZ_RAYBN,138,CPR_RC,CPR2
CRNDL2RC,LZ_RAYBN,138,CRNDL_RC,CRNDL_RC_L_A
CRNDL_RC,LZ_RAYBN,138,CRNDL_RC,CRNDL_RC_L_A
CWCRK_RC_1,LZ_RAYBN,138,CWCRK_RC,CWCRK_RC_1
CWCRK_RC_2,LZ_RAYBN,138,CWCRK_RC,CWCRK_RC_2
LDXFMR1,LZ_RAYBN,69,DCKCV,DUCKCOVE_9
DUCKCVRC1,LZ_RAYBN,138,DUCKCVRC,DCK1
ECTOR_RC1,LZ_RAYBN,138,ECTOR_RC,ECTOR_RC_L_A
ECTOR_RC2,LZ_RAYBN,138,ECTOR_RC,ECTOR_RC_L_B
EFORKRC1,LZ_RAYBN,138,EFORK_RC,EF1
EFORKRC2,LZ_RAYBN,138,EFORK_RC,EF2
ELMNT_RC1,LZ_RAYBN,138,ELMNT_RC,EB_ELMN_0001
ELMNT_RC2,LZ_RAYBN,138,ELMNT_RC,EB_ELMN_0002
EMORY_RC1,LZ_RAYBN,138,EMORY_RC,EMORY_RC_L_B
EMORY_RC2,LZ_RAYBN,138,EMORY_RC,EMORY_RC_L_A
ENTPR_RC1,LZ_RAYBN,138,ENTPR_RC,ENTPR_RC_L_A
ENTPR_RC2,LZ_RAYBN,138,ENTPR_RC,ENTPR_RC_L_B
XFMR1,LZ_RAYBN,138,EPCO_RC,EPCO_RC_K
XFMR2,LZ_RAYBN,138,EPCO_RC,EPCO_RC_KX
EVANALRC1,LZ_RAYBN,138,EVANALRC,EVANALRC_L_B
EVANALRC2,LZ_RAYBN,138,EVANALRC,EVANALRC_L_A
EXPLORRC,LZ_RAYBN,138,EXPLORRC,EXPLORRC_L_A
FRNYW1,LZ_RAYBN,138,FRNYW_RC,1
FRNYW2,LZ_RAYBN,138,FRNYW_RC,2
GLENPLD1,LZ_RAYBN,138,GLNPSSRC,CN6LD1
GLENPLD2,LZ_RAYBN,138,GLNPSSRC,CN4LD2
GLENPLD3,LZ_RAYBN,138,GLNPSSRC,CN5LD3
GORDVLRC1,LZ_RAYBN,138,GORDVLRC,ELB887
GORDVLRC2,LZ_RAYBN,138,GORDVLRC,ELB888
I20RC1,LZ_RAYBN,138,I20_RC,EB_I201
I20RC2,LZ_RAYBN,138,I20_RC,EB_I202
I20RC3,LZ_RAYBN,138,I20_RC,I203
I20RC4,LZ_RAYBN,138,I20_RC,I204
JKSNL1RC,LZ_RAYBN,138,JKSSUBRC,JL1
JKSNL2RC,LZ_RAYBN,138,JKSSUBRC,JL2
JOSPH_RC1,LZ_RAYBN,138,JOSPH_RC,JOSPH_RC1
JOSPH_RC2,LZ_RAYBN,138,JOSPH_RC,JOSPH_RC2
KWARC1,LZ_RAYBN,138,KIOWA_RC,KIOWA1
KWARC2,LZ_RAYBN,138,KIOWA_RC,KIOWA2
LAVON_RC_1,LZ_RAYBN,138,LAVON_RC,LAVON_RC_2
LAVON_RC_2,LZ_RAYBN,138,LAVON_RC,LAVON_RC_1
LBDRX1RC,LZ_RAYBN,138,LBDARCRC,BX2
LBDRX2RC,LZ_RAYBN,138,LBDARCRC,BX1
LNRDX1RC,LZ_RAYBN,138,LEONRDRC,LX1
LNRDX2RC,LZ_RAYBN,138,LEONRDRC,LX2
LNRDX5RC,LZ_RAYBN,138,LEONRDRC,LX5
LIBTY_RC1,LZ_RAYBN,138,LIBTY_RC,LIBTY_RC_L_A
LIBTY_RC2,LZ_RAYBN,138,LIBTY_RC,LIBTY_RC_L_B
LKVEW_RC,LZ_RAYBN,138,LKVEW_RC,LKVEW_RC_L_A
MBNKL1RC,LZ_RAYBN,138,MBNKSSRC,MLD1
MBNKL2RC,LZ_RAYBN,138,MBNKSSRC,MLD2
MLSSA_RC1,LZ_RAYBN,138,MLSSA_RC,MLSSA_RC_L_A
MLSSA_RC2,LZ_RAYBN,138,MLSSA_RC,MLSSA_RC_L_B
MNTLB1,LZ_RAYBN,69,MNTLB2RC,BB_A
NEV_RC1,LZ_RAYBN,138,NEVAD_RC,0014
NEV_RC2,LZ_RAYBN,138,NEVAD_RC,014
NHSW_RC_1,LZ_RAYBN,138,NHSW_RC,NHSWRC1
NHSW_RC_2,LZ_RAYBN,138,NHSW_RC,NHSWRC2
NHSW_RC_3,LZ_RAYBN,138,NHSW_RC,NHSWRC3
NHSW_RC_4,LZ_RAYBN,138,NHSW_RC,NHSWRC4
NTHANNA_RC_1,LZ_RAYBN,138,NTHANARC,NTHANNA1
NTHANNA_RC_2,LZ_RAYBN,138,NTHANARC,NTHANNA2
NWTER_RC,LZ_RAYBN,138,NWTER_RC,NWTER_RC_L_A
NWWYL1,LZ_RAYBN,138,NWWYL_RC,NWWYL_RC_L_A
NWWYL2,LZ_RAYBN,138,NWWYL_RC,NWWYL_RC_L_B
NYLD1RC,LZ_RAYBN,138,NYSS_RC,NYL1
NYLD2RC,LZ_RAYBN,138,NYSS_RC,NYL2
NYLD3RC,LZ_RAYBN,138,NYSS_RC,NYL3
PATN_RC,LZ_RAYBN,138,PATN_RC,PATN_RC_L_A
PKRMX_RC1,LZ_RAYBN,138,PKRMX_RC,PKRMX_RC1BUS
PKRMX_RC2,LZ_RAYBN,138,PKRMX_RC,PKRMX_RC2BUS
PNKHL1,LZ_RAYBN,138,PNKHL_RC,PNKHL_RC_L_A
PNKHL2,LZ_RAYBN,138,PNKHL_RC,PNKHL_RC_L_B
QUINL_RC1,LZ_RAYBN,138,QUINL_RC,QUINL_RC_L_A
QUINL_RC2,LZ_RAYBN,138,QUINL_RC,QUINL_RC_L_B
RAND_RC_1,LZ_RAYBN,138,RAND_RC,RAND_RC_L_A
RAND_RC_2,LZ_RAYBN,138,RAND_RC,RAND_RC_L_B
SCURY_RC1,LZ_RAYBN,138,SCURY_RC,SCURY_RC_L_A
SCURY_RC2,LZ_RAYBN,138,SCURY_RC,SCURY_RC_L_B
SHMW1,LZ_RAYBN,138,SHMW_RC,SHMW_RC1
SHRWD_RC1,LZ_RAYBN,138,SHRWD_RC,SHRWD_RC_L_B
SHRWD_RC2,LZ_RAYBN,138,SHRWD_RC,SHRWD_RC_L_A
SUNPT_RC1,LZ_RAYBN,138,SNYPT_RC,SUNPTRC1
SUNPT_RC2,LZ_RAYBN,138,SNYPT_RC,SUNPTRC2
STONYRC1,LZ_RAYBN,138,STNPT_RC,STNPT_RC_L_A
STONYRC2,LZ_RAYBN,138,STNPT_RC,STNPT_RC_L_B
SUNOCORC1,LZ_RAYBN,138,SUNOCORC,BB_1
SUNOCORC2,LZ_RAYBN,138,SUNOCORC,BB_2
TALTY_RC_1,LZ_RAYBN,138,TALTY_RC,TALTY_RC_L_B
TALTY_RC_2,LZ_RAYBN,138,TALTY_RC,TALTY_RC_L_A
TALTY_RC_3,LZ_RAYBN,138,TALTY_RC,TALT3
TAWK_RC_1,LZ_RAYBN,138,TAWK_RC,TAWK_RC_L_A
TAWK_RC_2,LZ_RAYBN,138,TAWK_RC,TAWK_RC_L_B
TCKER_RC,LZ_RAYBN,138,TCKER_RC,TCKER_RC_L_A
TOOL_RC_1,LZ_RAYBN,138,TOOL_RC,TLT1
TOOL_RC_2,LZ_RAYBN,138,TOOL_RC,TLT2
TRNFLS1_1,LZ_RAYBN,138,TRNFLSRC,TRNFLS1
TRNFLS2_2,LZ_RAYBN,138,TRNFLSRC,TRNFLS2
UVSS_RC_1,LZ_RAYBN,138,UVSS_RC,UV01
UVSS_RC_2,LZ_RAYBN,138,UVSS_RC,UV02
WHTMD_RC1,LZ_RAYBN,138,WHTMD_RC,WHTMD_RC_L_A
WHTMD_RC2,LZ_RAYBN,138,WHTMD_RC,WHTMD_RC_L_B
SULPHR1,LZ_RAYBN,138,WHTOAKRC,SULBLF1_L_A
SULPHR2,LZ_RAYBN,138,WHTOAKRC,SULBLF2_L_B
XFMR_1,LZ_RAYBN,138,WHTS_RC,WHTS_RC_K
WIELD_RC1,LZ_RAYBN,138,WIELD_RC,WIELD_RC_L_A
WIELD_RC2,LZ_RAYBN,138,WIELD_RC,WIELD_RC_L_B
WINDM_RC,LZ_RAYBN,69,WINDM_RC,WINDM_RC_L_A
WLF_C_RC,LZ_RAYBN,138,WLF_C_RC,WLF_C_RC_L_A
WLTNL1RC,LZ_RAYBN,138,WLTN_RC,WLTN
WMFMWLD1,LZ_RAYBN,138,WMFMW_RC,EB1AAA
WMFMWLD2,LZ_RAYBN,138,WMFMW_RC,EB2AAA
WMUNS_RC1,LZ_RAYBN,138,WMUNS_RC,WMUNS_RC_L_A
WMUNS_RC2,LZ_RAYBN,138,WMUNS_RC,WMUNS_RC_L_B
WYLIE_RC1,LZ_RAYBN,138,WYLIE_RC,WYLIE_RC_L_A
WYLIE_RC2,LZ_RAYBN,138,WYLIE_RC,WYLIE_RC_L_B
