"OWNER RE","RESOURCE NAME","TYPE","SPLIT GEN RESOURCE","DME","DME DUNS","RMR"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G15","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G2","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G3","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G4","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G8","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"EXXON MOBIL CORPORATION (RE)","EXN_EXN_G9","Generation","Not Applicable","EXXON MOBIL CORPORATION (DME)","0012132147000","N"
"FENCEPOST SOLAR PROJECT LLC (RE)","FENCESLR_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"FENCEPOST SOLAR PROJECT LLC (RE)","FENCESLR_SOLAR1","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"FENCEPOST SOLAR PROJECT LLC (RE)","FENCESLR_SOLAR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"FERDINAND GRID LLC (RE)","FERD_ESS_ESR1","Storage","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"FGE GOODNIGHT I LLC (RE)","GOODNIT1_UNIT1","Generation","Not Applicable","FGE GOODNIGHT I LLC (DME)","1188380817000","N"
"FGE GOODNIGHT I LLC (RE)","GOODNIT1_UNIT2","Generation","Not Applicable","FGE GOODNIGHT I LLC (DME)","1188380817000","N"
"FIVE WELLS SOLAR CENTER LLC (RE)","FIVEWSLR_UNIT1","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC SQ61 (DME)","9689097397200","N"
"FIVE WELLS SOLAR CENTER LLC (RE)","FIVEWSLR_UNIT2","Generation","Not Applicable","ENGIE ENERGY MARKETING NA INC SQ61 (DME)","9689097397200","N"
"FIVE WELLS STORAGE LLC (RE)","FIVEWSLR_ESR1","Storage","Not Applicable","ENGIE ENERGY MARKETING NA INC SQ61 (DME)","9689097397200","N"
"FLAT TOP WIND I LLC (RE)","FTWIND_UNIT_1","Generation","Not Applicable","FLAT TOP WIND I LLC (DME)","0804462037000","N"
"FLOWER VALLEY II LLC (RE)","FLOWERII_ESR1","Storage","Not Applicable","FLOWER VALLEY II LLC (DME)","1178033247000","N"
"FLOWER VALLEY LLC (RE)","FLAT_TOP_ESR2","Storage","Not Applicable","FLOWER VALLEY LLC (DME)","1174463247000","N"
"FLUVANNA WIND ENERGY 2 LLC (RE)","GOPHER_UNIT1","Generation","Not Applicable","FLUVANNA WIND ENERGY 2 LLC (DME)","0807265687000","N"
"FLUVANNA WIND ENERGY 2 LLC (RE)","GOPHER_UNIT2","Generation","Not Applicable","FLUVANNA WIND ENERGY 2 LLC (DME)","0807265687000","N"
"FLUVANNA WIND ENERGY LLC (RE)","FLUVANNA_UNIT1","Generation","Not Applicable","TERNA DEN LLC (DME)","1170020457000","N"
"FLUVANNA WIND ENERGY LLC (RE)","FLUVANNA_UNIT2","Generation","Not Applicable","TERNA DEN LLC (DME)","1170020457000","N"
"FOARD CITY WIND LLC (RE)","FOARDCTY_UNIT1","Generation","Not Applicable","INNERGEX RENEWABLE ENERGY INC (DME)","2069857517000","N"
"FOARD CITY WIND LLC (RE)","FOARDCTY_UNIT2","Generation","Not Applicable","INNERGEX RENEWABLE ENERGY INC (DME)","2069857517000","N"
"FOREST CREEK WIND FARM LLC (RE)","MCDLD_FCW1","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG1","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG10","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG11","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG12","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG13","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG14","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG15","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG2","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG3","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG4","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG5","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG6","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG7","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG8","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORMOSA UTILITY VENTURE LTD (RE)","FORMOSA_FORMOSG9","Generation","Not Applicable","FORMOSA UTILITY VENTURE LTD (DME)","9277887867000","N"
"FORT BEND SOLAR LLC (RE)","TAV_UNIT1","Generation","Not Applicable","ACCIONA ENERGY USA GLOBAL LLC (DME)","0797372127000","N"
"FORT BEND SOLAR LLC (RE)","TAV_UNIT2","Generation","Not Applicable","ACCIONA ENERGY USA GLOBAL LLC (DME)","0797372127000","N"
"FORT DUNCAN BESS LLC (RE)","FTDUNCAN_ESR1","Storage","Not Applicable","FORT DUNCAN BESS LLC (DME)","1193076037000","N"
"FORT STOCKTON CLEAN ENERGY CENTER LLC (RE)","TNFS_ESR1","Storage","Not Applicable","FORT STOCKTON CLEAN ENERGY CENTER LLC (DME)","1253417137000","N"
"FRV AE SOLAR LLC (RE)","WEBBER_S_WSP1","Generation","Not Applicable","FRV AE SOLAR LLC (DME)","9683464167000","N"
"FRYE SOLAR LLC (RE)","FRYE_SLR_UNIT1","Generation","Not Applicable","FRYE SOLAR LLC (DME)","1189375487000","N"
"FRYE SOLAR LLC (RE)","FRYE_SLR_UNIT2","Generation","Not Applicable","FRYE SOLAR LLC (DME)","1189375487000","N"
"GAIA SOLAR LLC (RE)","GAIA_SLR_SOLAR1","Generation","Not Applicable","GAIA SOLAR LLC (DME)","1193723477000","N"
"GAIA SOLAR LLC 1 (RE)","GAIA_SLR_ESR1","Storage","Not Applicable","GAIA SOLAR LLC (DME)","1193723477000","N"
"GAMBIT ENERGY STORAGE LLC (RE)","GAMBIT_ESR1","Storage","Not Applicable","PLUS POWER LLC (DME)","0097952567000","N"
"GANADO SOLAR LLC (RE)","MUSTNGCK_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GANADO SOLAR LLC (RE)","MUSTNGCK_SOLAR1","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GANADO SOLAR LLC (RE)","MUSTNGCK_SOLAR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GEN TEX POWER CORP (RE)","LOSTPI_LOSTPGT1","Generation","Not Applicable","LOWER COLORADO RIVER AUTHORITY (DME)","0432268857000","N"
"GEN TEX POWER CORP (RE)","LOSTPI_LOSTPGT2","Generation","Not Applicable","LOWER COLORADO RIVER AUTHORITY (DME)","0432268857000","N"
"GEN TEX POWER CORP (RE)","LOSTPI_LOSTPST1","Generation","Not Applicable","LOWER COLORADO RIVER AUTHORITY (DME)","0432268857000","N"
"GEUS (RE)","STEAM1A_STEAM_1","Generation","Not Applicable","GEUS (DME)","8062449357000","N"
"GEUS (RE)","STEAM_ENGINE_1","Generation","Not Applicable","GEUS (DME)","8062449357000","N"
"GEUS (RE)","STEAM_ENGINE_2","Generation","Not Applicable","GEUS (DME)","8062449357000","N"
"GEUS (RE)","STEAM_ENGINE_3","Generation","Not Applicable","GEUS (DME)","8062449357000","N"
"GEUS (RE)","STEAM_STEAM_2","Generation","Not Applicable","GEUS (DME)","8062449357000","N"
"GEUS (RE)","STEAM_STEAM_3","Generation","Not Applicable","GEUS (DME)","8062449357000","N"
"GIGA TEXAS ENERGY LLC (RE)","GIGA_ESS_ESR1","Storage","Not Applicable","GIGA TEXAS ENERGY LLC (DME)","1183201317000","N"
"GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE)","AEEC_ANTLP_1","Generation","Not Applicable","GOLDEN SPREAD ELECTRIC COOPERATIVE INC (DME)","1864707797000","N"
"GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE)","AEEC_ANTLP_2","Generation","Not Applicable","GOLDEN SPREAD ELECTRIC COOPERATIVE INC (DME)","1864707797000","N"
"GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE)","AEEC_ANTLP_3","Generation","Not Applicable","GOLDEN SPREAD ELECTRIC COOPERATIVE INC (DME)","1864707797000","N"
"GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE)","AEEC_ELK_1","Generation","Not Applicable","GOLDEN SPREAD ELECTRIC COOPERATIVE INC (DME)","1864707797000","N"
"GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE)","AEEC_ELK_2","Generation","Not Applicable","GOLDEN SPREAD ELECTRIC COOPERATIVE INC (DME)","1864707797000","N"
"GOLDEN SPREAD ELECTRIC COOPERATIVE INC (RE)","AEEC_ELK_3","Generation","Not Applicable","GOLDEN SPREAD ELECTRIC COOPERATIVE INC (DME)","1864707797000","N"
"GOLDTHWAITE WIND ENERGY LLC (RE)","GWEC_GWEC_G1","Generation","Not Applicable","GOLDTHWAITE WIND ENERGY LLC (DME)","0787479237000","N"
"GRANDVIEW WIND FARM LLC (RE)","GRANDVW1_GV1A","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"GRANDVIEW WIND FARM LLC (RE)","GRANDVW1_GV1B","Generation","Not Applicable","RWE CLEAN ENERGY LLC (DME)","1680625407000","N"
"GRANSOLAR TEXAS ONE LLC (RE)","GRAN_SLR_UNIT1","Generation","Not Applicable","GRANSOLAR TEXAS ONE LLC (DME)","1142143557000","N"
"GREASEWOOD II LLC (RE)","TRBT_SLR_PV1","Generation","Not Applicable","GREASEWOOD II LLC (DME)","0687617807000","N"
"GREASEWOOD II LLC (RE)","TRBT_SLR_PV2","Generation","Not Applicable","GREASEWOOD II LLC (DME)","0687617807000","N"
"GREAT KISKADEE STORAGE LLC (RE)","GKS_BESS_ESR1","Storage","Not Applicable","GREAT KISKADEE STORAGE LLC (DME)","1192148257000","N"
"GREATER BRYANT G SOLAR LLC (RE)","HOLZ_SLR_PV1","Generation","Not Applicable","GREATER BRYANT G SOLAR LLC (DME)","1187298657000","N"
"GREEN PASTURES WIND I LLC (RE)","GPASTURE_WIND_I","Generation","Not Applicable","GREEN PASTURES WIND I LLC (DME)","0793386197000","N"
"GREEN PASTURES WIND II LLC (RE)","VERTIGO_WIND_I","Generation","Not Applicable","GREEN PASTURES WIND II LLC (DME)","0794186977000","N"
"GREGORY POWER PARTNERS LLC (RE)","LGE_LGE_GT1","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"GREGORY POWER PARTNERS LLC (RE)","LGE_LGE_GT2","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"GREGORY POWER PARTNERS LLC (RE)","LGE_LGE_STG","Generation","Not Applicable","NRG TEXAS POWER LLC (DME)","1684560497000","N"
"GRIDSTOR LLC (RE)","EVLN_ESS_ESR1","Storage","Not Applicable","GRIDSTOR LLC (DME)","1188010077000","N"
"GRIFFIN TRAIL WIND LLC (RE)","GRIF_TRL_UNIT1","Generation","Not Applicable","INNERGEX RENEWABLE ENERGY INC (DME)","2069857517000","N"
"GRIFFIN TRAIL WIND LLC (RE)","GRIF_TRL_UNIT2","Generation","Not Applicable","INNERGEX RENEWABLE ENERGY INC (DME)","2069857517000","N"
"GRIMES COUNTY SOLAR PROJECT LLC (RE)","GRIM_SLR_UNIT1","Generation","Not Applicable","GRIMES COUNTY SOLAR PROJECT LLC (DME)","1191519567000","N"
"GRIMES COUNTY SOLAR PROJECT LLC (RE)","GRIM_SLR_UNIT2","Generation","Not Applicable","GRIMES COUNTY SOLAR PROJECT LLC (DME)","1191519567000","N"
"GRIMES COUNTY SOLAR PROJECT LLC (RE)","GRIM_SLR_UNIT3","Generation","Not Applicable","GRIMES COUNTY SOLAR PROJECT LLC (DME)","1191519567000","N"
"GRIZZLY RIDGE SOLAR LLC (RE)","GRIZZLY_ESR1","Storage","Not Applicable","GRIZZLY RIDGE SOLAR LLC (DME)","0992204677000","N"
"GRIZZLY RIDGE SOLAR LLC (RE)","GRIZZLY_SOLAR1","Generation","Not Applicable","GRIZZLY RIDGE SOLAR LLC (DME)","0992204677000","N"
"GSE ONE LLC (RE)","PHOENIX_UNIT1","Generation","Not Applicable","GSE ONE LLC (DME)","0807331027000","N"
"GUAJILLO ENERGY STORAGE LLC (RE)","CORAZON_ESR1","Storage","Not Applicable","GUAJILLO ENERGY STORAGE LLC (DME)","1111582777000","N"
"GULFSTAR POWER LLC (RE)","PHO_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GULFSTAR POWER LLC (RE)","PHO_ESR2","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GULFSTAR POWER LLC (RE)","PHO_SOLAR1","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GULFSTAR POWER LLC (RE)","PHO_SOLAR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GULFSTAR POWER LLC (RE)","PHO_SOLAR3","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GULFSTAR POWER LLC (RE)","PHO_SOLAR4","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"GUNNAR RELIABILITY PROJECT LLC (RE)","GUNR_BES_ESR1","Storage","Not Applicable","GUNNAR RELIABILITY PROJECT LLC (DME)","1448490337000","N"
"GUNSIGHT MOUNTAIN WIND ENERGY LLC (RE)","GUNMTN_G1","Generation","Not Applicable","GUNSIGHT MOUNTAIN WIND ENERGY LLC (DME)","0796659847000","N"
"HACKBERRY WIND LLC (RE)","HWF_HWFG1","Generation","Not Applicable","CITY OF AUSTIN DBA AUSTIN ENERGY (DME)","8008717667000","N"
"HARLINGEN ESS ASSETS LLC (RE)","HARLIN_1_ESR1","Storage","Not Applicable","INFINITE GRID CAPITAL LLC (DME)","1389356157000","N"
"HART WIND PROJECT LLC (RE)","HART_WND_UNIT1","Generation","Not Applicable","NEXTERA ENERGY RESOURCES LLC (DME)","0590069377000","N"
"HAYHURST TEXAS SOLAR LLC (RE)","CHAL_SLR_SOLAR1","Generation","Not Applicable","HAYHURST TEXAS SOLAR LLC (DME)","1187351377000","N"
"HAYS ENERGY LLC (RE)","HAYSEN_HAYSENG1","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"HAYS ENERGY LLC (RE)","HAYSEN_HAYSENG2","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"HAYS ENERGY LLC (RE)","HAYSEN_HAYSENG3","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"HAYS ENERGY LLC (RE)","HAYSEN_HAYSENG4","Generation","Not Applicable","LUMINANT ENERGY COMPANY LLC (DME)","6062523937000","N"
"HEART OF TEXAS WIND LLC (RE)","RTS2_U1","Generation","Not Applicable","HEART OF TEXAS WIND LLC (DME)","1169572277000","N"
"HEART OF TEXAS WIND LLC (RE)","RTS2_U2","Generation","Not Applicable","HEART OF TEXAS WIND LLC (DME)","1169572277000","N"
"HECATE ENERGY RAMSEY LLC (RE)","PLN_UNIT1","Generation","Not Applicable","HECATE ENERGY RAMSEY LLC (DME)","1177866537000","N"
"HECATE ENERGY RAMSEY LLC (RE)","PLN_UNIT2","Generation","Not Applicable","HECATE ENERGY RAMSEY LLC (DME)","1177866537000","N"
"HELENA WIND LLC (RE)","FOXTROT_UNIT1","Generation","Not Applicable","HELENA WIND LLC (DME)","1176273817000","N"
"HELENA WIND LLC (RE)","FOXTROT_UNIT2","Generation","Not Applicable","HELENA WIND LLC (DME)","1176273817000","N"
"HELENA WIND LLC (RE)","FOXTROT_UNIT3","Generation","Not Applicable","HELENA WIND LLC (DME)","1176273817000","N"
"HEN INFRASTRUCTURE LLC (RE)","CATARINA_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC (RE)","CEDRVALE_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC (RE)","COYOTSPR_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC (RE)","HOLCOMB_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC (RE)","LONESTAR_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC (RE)","RTLSNAKE_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC (RE)","SBEAN_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC (DME)","1171437387000","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","CHERRYCR_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 2 (DME)","1171437387100","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","CISC_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","COYOTSPR_AGR1","Generation","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","DIBOL_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","FALFUR_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","FAULKNER_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 2 (DME)","1171437387100","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","FRMRSVLW_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","GOMZ_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","GRDNE_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","HAMILTON_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","JDKNS_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","JUNCTION_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","LFSTH_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","MAINLAND_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","MNWLE_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","MV_VALV4_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","OLNEYTN_AGR1","Generation","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","OLNEYTN_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","PAULN_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","PAVLOV_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","POTEETS_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","RUSSEKST_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","SADLBACK_AGR1","Generation","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","SADLBACK_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 2 (DME)","1171437387100","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","SANDLAKE_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","TYNAN_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HEN INFRASTRUCTURE LLC 1 (RE)","WEIL_TRC_ESR1","Storage","Not Applicable","HEN INFRASTRUCTURE LLC 1 (DME)","1171437387200","N"
"HIDALGO WIND FARM II LLC (RE)","MIRASOLE_MIR13","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"HIDALGO WIND FARM LLC (RE)","MIRASOLE_MIR11","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"HIDALGO WIND FARM LLC (RE)","MIRASOLE_MIR12","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"HIDALGO WIND FARM LLC (RE)","MIRASOLE_MIR21","Generation","Not Applicable","EDP RENEWABLES NORTH AMERICA LLC (DME)","0155344697000","N"
"HIGH LONESOME STORAGE LLC (RE)","HI_LONEB_ESR1","Storage","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR1A","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR1B","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR1C","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR2","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR2A","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR3","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HIGH LONESOME WIND POWER LLC (RE)","HI_LONE_WGR4","Generation","Not Applicable","ENEL TRADING NORTH AMERICA LLC (DME)","0805985627000","N"
"HILL SOLAR I LLC (RE)","CMPD_SLR_SOLAR1","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"HILL SOLAR I LLC (RE)","CMPD_SLR_SOLAR2","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"HILL SOLAR II LLC (RE)","CMPD_SLR_SOLAR3","Generation","Not Applicable","TOTALENERGIES RENEWABLES USA LLC (DME)","1185605467000","N"
"HO CLARKE GENERATING LLC (RE)","PRO_UNIT1","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"HO CLARKE GENERATING LLC (RE)","PRO_UNIT2","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"HO CLARKE GENERATING LLC (RE)","PRO_UNIT3","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"HO CLARKE GENERATING LLC (RE)","PRO_UNIT4","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"HO CLARKE GENERATING LLC (RE)","PRO_UNIT5","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"HO CLARKE GENERATING LLC (RE)","PRO_UNIT6","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
"HO CLARKE II LLC (RE)","PRO_UNIT7","Generation","Not Applicable","CPS ENERGY (DME)","0079360737000","N"
