SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
06/25/2026 00:40:18,N,HAMI_BESS_RN,       27.06
06/25/2026 00:40:18,N,HARLIN_1_RN,       24.78
06/25/2026 00:40:18,N,HART_WND_RN,       27.91
06/25/2026 00:40:18,N,HAYSEN1_2,       27.08
06/25/2026 00:40:18,N,HAYSEN3_4,       27.08
06/25/2026 00:40:18,N,HB_BUSAVG,       27.36
06/25/2026 00:40:18,N,HB_HOUSTON,       27.15
06/25/2026 00:40:18,N,HB_HUBAVG,       27.39
06/25/2026 00:40:18,N,HB_NORTH,       27.47
06/25/2026 00:40:18,N,HB_PAN,       27.87
06/25/2026 00:40:18,N,HB_SOUTH,       26.72
06/25/2026 00:40:18,N,HB_WEST,       28.20
06/25/2026 00:40:18,N,HDNLAKES_RN,       27.13
06/25/2026 00:40:18,N,HEADCAMP_RN,       31.98
06/25/2026 00:40:18,N,HEARN_RD_RN,       25.91
06/25/2026 00:40:18,N,HELIOS_RN,       29.02
06/25/2026 00:40:18,N,HEN_RN,       27.12
06/25/2026 00:40:18,N,HHGT_KENDAL,       27.02
06/25/2026 00:40:18,N,HHOLLW2_WND1,       27.48
06/25/2026 00:40:18,N,HHOLLW3_WND1,       27.48
06/25/2026 00:40:18,N,HHOLLW4_WND1,       27.48
06/25/2026 00:40:18,N,HICK_G1_G2,       26.91
06/25/2026 00:40:18,N,HI_LONEB_RN1,       26.93
06/25/2026 00:40:18,N,HI_LONE_ALL,       26.93
06/25/2026 00:40:18,N,HKSN_SLR_ALL,       27.63
06/25/2026 00:40:18,N,HLSES_UNIT3,       27.52
06/25/2026 00:40:18,N,HLSES_UNIT4,       27.52
06/25/2026 00:40:18,N,HLSES_UNIT5,       27.52
06/25/2026 00:40:18,N,HLY_RN,       27.16
06/25/2026 00:40:18,N,HMNG_ESS_RN,       27.58
06/25/2026 00:40:18,N,HNY_COMB_RN,       26.47
06/25/2026 00:40:18,N,HOLCOMB_RN1,       22.32
06/25/2026 00:40:18,N,HOLSTEIN_ALL,       27.60
06/25/2026 00:40:18,N,HOLZ_SLR_RN,       29.71
06/25/2026 00:40:18,N,HOL_ALL,       27.06
06/25/2026 00:40:18,N,HONEY_WD_RN,       28.47
06/25/2026 00:40:18,N,HOPKNSLR_ALL,       27.51
06/25/2026 00:40:18,N,HORSCR_RN,       32.45
06/25/2026 00:40:18,N,HORSECRK_RN,       27.80
06/25/2026 00:40:18,N,HOUSEMTN_RN,       31.52
06/25/2026 00:40:18,N,HOVEY_GEN,       31.31
06/25/2026 00:40:18,N,HRBESS_BESS,       31.31
06/25/2026 00:40:18,N,HRFDWIND_ALL,       27.89
06/25/2026 00:40:18,N,HRMS_SLR_RN,       27.28
06/25/2026 00:40:18,N,HRNT_SLR_RN,       27.89
06/25/2026 00:40:18,N,HRZN_SLR_UN1,       28.38
06/25/2026 00:40:18,N,HV_BESS1_RN,       27.17
06/25/2026 00:40:18,N,HWF_HWFG1,       27.73
06/25/2026 00:40:18,N,HWY6_RN,       27.27
06/25/2026 00:40:18,N,HYDR_ESS_RN,       31.91
06/25/2026 00:40:18,N,H_HOLLO_WND1,       27.48
06/25/2026 00:40:18,N,IMP_RN1,       27.52
06/25/2026 00:40:18,N,INDNENR_1_RN,       30.17
06/25/2026 00:40:18,N,INDNENR_2_RN,       31.83
06/25/2026 00:40:18,N,INDNNWP_RN,       30.83
06/25/2026 00:40:18,N,IND_INADALE1,       28.02
06/25/2026 00:40:18,N,INGLCOSW_CC1,       26.05
06/25/2026 00:40:18,N,INGLCOSW_STG,       26.05
06/25/2026 00:40:18,N,INGLCOS_CTG1,       26.05
06/25/2026 00:40:18,N,INGLCOS_CTG2,       26.05
06/25/2026 00:40:18,N,INGLCO_PUN1,       26.05
06/25/2026 00:40:18,N,INGLCO_PUN2,       26.05
06/25/2026 00:40:18,N,INGLCO_PUN3,       26.05
06/25/2026 00:40:18,N,INKS_INKS_G1,       27.05
06/25/2026 00:40:18,N,INRT_W_ALL,       27.80
06/25/2026 00:40:18,N,JACKCNTY_CC1,       27.56
06/25/2026 00:40:18,N,JACKCNTY_CT1,       27.56
06/25/2026 00:40:18,N,JACKCNTY_CT2,       27.56
06/25/2026 00:40:18,N,JACKCNTY_STG,       27.56
06/25/2026 00:40:18,N,JADE_SLR_ALL,       27.94
06/25/2026 00:40:18,N,JAD_RN,       27.16
06/25/2026 00:40:18,N,JAG_SLR_RN,       27.42
06/25/2026 00:40:18,N,JAR_RN,       27.11
06/25/2026 00:40:18,N,JAY_RN_1,       27.10
06/25/2026 00:40:18,N,JCKCNTY2_CC1,       27.62
06/25/2026 00:40:18,N,JCKCNTY2_CT3,       27.62
06/25/2026 00:40:18,N,JCKCNTY2_CT4,       27.62
06/25/2026 00:40:18,N,JCKCNTY2_ST2,       27.62
06/25/2026 00:40:18,N,JC_BAT_RN,       27.08
06/25/2026 00:40:18,N,JDKNS_RN,       30.13
06/25/2026 00:40:18,N,JKLP_SLR_RN,       26.04
06/25/2026 00:40:18,N,JUNCTION_RN,       26.29
06/25/2026 00:40:18,N,JUNG_SLR_RN,       27.23
06/25/2026 00:40:18,N,JUNORTH_RN,       26.29
06/25/2026 00:40:18,N,JUNO_ALL,       28.32
06/25/2026 00:40:18,N,K2_DGR1_RN,       27.06
06/25/2026 00:40:18,N,K2_DGR2_RN,       27.06
06/25/2026 00:40:18,N,KARAKAW1_1,       26.16
06/25/2026 00:40:18,N,KARAKAW2_1,       26.16
06/25/2026 00:40:18,N,KEECHI_U1,       27.56
06/25/2026 00:40:18,N,KEG_RN,       27.15
06/25/2026 00:40:18,N,KELAMSL_U1,       27.45
06/25/2026 00:40:18,N,KEO_KEO_SM1,       32.45
06/25/2026 00:40:18,N,KINGE_ALL,       33.33
06/25/2026 00:40:18,N,KINGW_ALL,       32.90
06/25/2026 00:40:18,N,KMCHI_CC1,       27.52
06/25/2026 00:40:18,N,KMCHI_CC2,       27.52
06/25/2026 00:40:18,N,KNAPP_RN,       28.16
06/25/2026 00:40:18,N,LACASAWD_RN,       27.59
06/25/2026 00:40:18,N,LACY_CRK_ALL,       28.39
06/25/2026 00:40:18,N,LAMESASLR_G,       28.75
06/25/2026 00:40:18,N,LANTANA_RN,       25.91
06/25/2026 00:40:18,N,LAPETUS_U1,       29.79
06/25/2026 00:40:18,N,LARDVFTN_G4,       21.25
06/25/2026 00:40:18,N,LARDVFTN_G5,       21.25
06/25/2026 00:40:18,N,LASSO_GEN,       31.52
06/25/2026 00:40:18,N,LAUR_BESS_RN,       24.78
06/25/2026 00:40:18,N,LBRA_BES1,       27.03
06/25/2026 00:40:18,N,LEAKEY_RN,       28.31
06/25/2026 00:40:18,N,LEG_LEG_G1,       27.34
06/25/2026 00:40:18,N,LEG_LEG_G2,       27.34
06/25/2026 00:40:18,N,LEONLCPCT1_2,       27.10
06/25/2026 00:40:18,N,LEONLCPCT3_4,       27.10
06/25/2026 00:40:18,N,LEON_SLR_RN,       27.39
06/25/2026 00:40:18,N,LFSTH_RN,       27.45
06/25/2026 00:40:18,N,LGDRAW_S_ALL,       28.32
06/25/2026 00:40:18,N,LGD_LANGFORD,       23.59
06/25/2026 00:40:18,N,LGE_CC1,       26.05
06/25/2026 00:40:18,N,LGE_LGE_GT1,       26.05
06/25/2026 00:40:18,N,LGE_LGE_GT2,       26.05
06/25/2026 00:40:18,N,LGE_LGE_STG,       26.05
06/25/2026 00:40:18,N,LGW_UNIT_ALL,       27.33
06/25/2026 00:40:18,N,LHM_CVC_G4,       27.16
06/25/2026 00:40:18,N,LHM_PUN1,       27.16
06/25/2026 00:40:18,N,LHM_PUN2,       27.16
06/25/2026 00:40:18,N,LHORN_N_U1_2,       27.87
06/25/2026 00:40:18,N,LHSES_UNIT1,       27.50
06/25/2026 00:40:18,N,LHSES_UNIT2,       27.50
06/25/2026 00:40:18,N,LIGSW_RN,       27.52
06/25/2026 00:40:18,N,LIG_RN,       27.16
06/25/2026 00:40:18,N,LILY_RN,       27.48
06/25/2026 00:40:18,N,LK_RN,       27.15
06/25/2026 00:40:18,N,LMAJADAS_ALL,       24.88
06/25/2026 00:40:18,N,LMO_ESR_RN,       27.25
06/25/2026 00:40:18,N,LMWD_SLR_RN,       27.30
06/25/2026 00:40:18,N,LNCRK_ALL,       27.74
06/25/2026 00:40:18,N,LONESTAR_RN,       30.54
06/25/2026 00:40:18,N,LONEWOLF_ALL,       28.13
06/25/2026 00:40:18,N,LON_RN1,       27.10
06/25/2026 00:40:18,N,LOSTPI_CC1,       27.12
06/25/2026 00:40:18,N,LOS_LOSTPGT1,       27.12
06/25/2026 00:40:18,N,LOS_LOSTPGT2,       27.12
06/25/2026 00:40:18,N,LOS_LOSTPST1,       27.12
06/25/2026 00:40:18,N,LOWR_ESS_RN,       24.57
06/25/2026 00:40:18,N,LPCCS_CC1,       27.52
06/25/2026 00:40:18,N,LPCCS_CC2,       27.52
06/25/2026 00:40:18,N,LPCCS_CT11,       27.52
06/25/2026 00:40:18,N,LPCCS_CT12,       27.52
06/25/2026 00:40:18,N,LPCCS_CT21,       27.52
06/25/2026 00:40:18,N,LPCCS_CT22,       27.52
06/25/2026 00:40:18,N,LPCCS_UNIT1,       27.52
06/25/2026 00:40:18,N,LPCCS_UNIT2,       27.52
06/25/2026 00:40:18,N,LUCKYBLU_RN,       27.45
06/25/2026 00:40:18,N,LV1A_LV1B,       24.85
06/25/2026 00:40:18,N,LV3_RN,       24.14
06/25/2026 00:40:18,N,LV3_UNIT1,       24.05
06/25/2026 00:40:18,N,LV4_UNIT_1,       24.05
06/25/2026 00:40:18,N,LV5_UNIT1,       23.95
06/25/2026 00:40:18,N,LYNX_ESS_RN,       25.77
06/25/2026 00:40:18,N,LYSSY_RN,       27.07
06/25/2026 00:40:18,N,LZ_AEN,       27.12
06/25/2026 00:40:18,N,LZ_CPS,       27.09
06/25/2026 00:40:18,N,LZ_HOUSTON,       27.14
06/25/2026 00:40:18,N,LZ_LCRA,       27.10
06/25/2026 00:40:18,N,LZ_NORTH,       27.49
06/25/2026 00:40:18,N,LZ_RAYBN,       27.51
06/25/2026 00:40:18,N,LZ_SOUTH,       26.18
06/25/2026 00:40:18,N,LZ_WEST,       28.90
06/25/2026 00:40:18,N,L_FRE_ESR_RN,       24.74
06/25/2026 00:40:18,N,MADERO_RN,       24.44
06/25/2026 00:40:18,N,MAG_RN,       27.07
06/25/2026 00:40:18,N,MAINLAND_RN,       27.12
06/25/2026 00:40:18,N,MAND_SLR_RN,       27.29
06/25/2026 00:40:18,N,MARBFA,       27.08
06/25/2026 00:40:18,N,MARIAH_ALL,       27.89
06/25/2026 00:40:18,N,MAR_MARSFOG1,       27.12
06/25/2026 00:40:18,N,MAR_MARSFOG2,       27.12
06/25/2026 00:40:18,N,MAR_MARSFOG3,       27.12
06/25/2026 00:40:18,N,MASSENGL_G6,       28.05
06/25/2026 00:40:18,N,MASSENGL_G7,       28.05
06/25/2026 00:40:18,N,MASSENGL_G8,       28.03
06/25/2026 00:40:18,N,MAVCRK_W_ALL,       26.98
06/25/2026 00:40:18,N,MCDLD_FCSBW1,       28.91
06/25/2026 00:40:18,N,MCLNSLR_RN,       34.83
06/25/2026 00:40:18,N,MCSES_UNIT6,       27.50
06/25/2026 00:40:18,N,MCSES_UNIT7,       27.50
06/25/2026 00:40:18,N,MCSES_UNIT8,       27.50
06/25/2026 00:40:18,N,MDANP_CT1_2,       27.49
06/25/2026 00:40:18,N,MDANP_CT3_4,       27.50
06/25/2026 00:40:18,N,MDANP_CT5_6,       27.49
06/25/2026 00:40:18,N,MDWPK_RN,       27.55
06/25/2026 00:40:18,N,MEDILA_RN,       27.14
06/25/2026 00:40:18,N,MEDINA1_RN,       27.27
06/25/2026 00:40:18,N,MERCURY_ALL,       27.48
06/25/2026 00:40:18,N,MESQCRK_ALL,       28.32
06/25/2026 00:40:18,N,MESQUITE_RN,       24.72
06/25/2026 00:40:18,N,MESQUITE_RN2,       24.72
06/25/2026 00:40:18,N,MESTENO_RN,       24.05
06/25/2026 00:40:18,N,MGSES_CT123,       28.22
06/25/2026 00:40:18,N,MGSES_CT456,       28.22
06/25/2026 00:40:18,N,MIAM1_G1_G2,       27.85
06/25/2026 00:40:18,N,MIDP_SLR_RN,       27.46
06/25/2026 00:40:18,N,MIDWY_RN,       30.13
06/25/2026 00:40:18,N,MILTON_RN,       26.93
06/25/2026 00:40:18,N,MIL_MILG1_2,       27.52
06/25/2026 00:40:18,N,MIL_MILG345,       27.52
06/25/2026 00:40:18,N,MIRAGE_G1,       27.14
06/25/2026 00:40:18,N,MIRASOLE_GEN,       24.27
06/25/2026 00:40:18,N,MISAE_GEN_RN,       27.82
06/25/2026 00:40:18,N,MLB_SLR_RN,       27.80
06/25/2026 00:40:18,N,MLSES_UNIT1,       27.46
06/25/2026 00:40:18,N,MLSES_UNIT2,       27.46
06/25/2026 00:40:18,N,MLSES_UNIT3,       27.46
06/25/2026 00:40:18,N,MNWL_BESS_RN,       27.55
06/25/2026 00:40:18,N,MONTECR1_RN,       24.41
06/25/2026 00:40:18,N,MONT_WND_RN,       27.80
06/25/2026 00:40:18,N,MOORE_FL_RN,       24.46
06/25/2026 00:40:18,N,MOZART_WIND1,       27.89
06/25/2026 00:40:18,N,MRKM_SLR_RN,       27.38
06/25/2026 00:40:18,N,MROW_SLR_RN,       28.38
06/25/2026 00:40:18,N,MUENSTER_RN,       27.56
06/25/2026 00:40:18,N,MUSTNGCK_ALL,       26.86
06/25/2026 00:40:18,N,MU_RN,       27.12
06/25/2026 00:40:18,N,MV_VALV4_RN,       24.57
06/25/2026 00:40:18,N,MWEC_G1,       27.95
06/25/2026 00:40:18,N,MYRY_BES2_RN,       24.42
06/25/2026 00:40:18,N,MYRY_ESR_RN,       24.42
06/25/2026 00:40:18,N,MYR_ALL,       27.09
06/25/2026 00:40:18,N,NACPW_UNIT1,       27.45
06/25/2026 00:40:18,N,NBOHR_RN,       28.47
06/25/2026 00:40:18,N,NCARBIDEG8,       26.59
06/25/2026 00:40:18,N,NCARBIDE_1_7,       26.59
06/25/2026 00:40:18,N,NCARBID_PUN1,       26.59
06/25/2026 00:40:18,N,NCARBID_PUN2,       26.59
06/25/2026 00:40:18,N,NCO_RN,       27.08
06/25/2026 00:40:18,N,NEBULA_RN,       24.72
06/25/2026 00:40:18,N,NEDIN_CC1,       24.51
06/25/2026 00:40:18,N,NEDIN_RN,       24.51
06/25/2026 00:40:18,N,NED_NEDIN_G1,       24.51
06/25/2026 00:40:18,N,NED_NEDIN_G2,       24.51
06/25/2026 00:40:18,N,NED_NEDIN_G3,       24.51
06/25/2026 00:40:18,N,NFAL_RN,       28.97
06/25/2026 00:40:18,N,NF_BRP_RN,       27.14
06/25/2026 00:40:18,N,NHKY_SLR_RN,       27.01
06/25/2026 00:40:18,N,NOBLESLR_ALL,       27.58
06/25/2026 00:40:18,N,NOVA1SLR_ALL,       27.92
06/25/2026 00:40:18,N,NOVA2S_UNIT1,       27.92
06/25/2026 00:40:18,N,NRTN_SLR_RN,       27.06
06/25/2026 00:40:18,N,NUECES_B_CC1,       25.92
06/25/2026 00:40:18,N,NUE_NUECESG7,       25.92
06/25/2026 00:40:18,N,NUE_NUECESG8,       25.92
06/25/2026 00:40:18,N,NUE_NUECESG9,       25.92
06/25/2026 00:40:18,N,NWF_NWF1,       29.94
06/25/2026 00:40:18,N,N_AL_BESS_RN,       24.54
06/25/2026 00:40:18,N,N_MRD_ESR_RN,       24.64
06/25/2026 00:40:18,N,OBERON_U1,       30.09
06/25/2026 00:40:18,N,ODESW_RN,       29.95
06/25/2026 00:40:18,N,OECCS_1,       29.89
06/25/2026 00:40:18,N,OECCS_2,       29.89
06/25/2026 00:40:18,N,OECCS_CC1,       29.89
06/25/2026 00:40:18,N,OECCS_CC2,       29.89
06/25/2026 00:40:18,N,OGSES_1,       27.31
06/25/2026 00:40:18,N,OGSES_2,       27.31
06/25/2026 00:40:18,N,OGS_SLR_RN,       26.20
06/25/2026 00:40:18,N,OLIN_OLING_1,       27.51
06/25/2026 00:40:18,N,OLIN_OLING_2,       27.51
06/25/2026 00:40:18,N,OLIN_OLING_3,       27.51
06/25/2026 00:40:18,N,OLIN_OLING_4,       27.51
06/25/2026 00:40:18,N,OLMITO_RN,       24.73
06/25/2026 00:40:18,N,OLNEYTN_AGR1,       27.66
06/25/2026 00:40:18,N,OLNEYTN_RN,       27.66
06/25/2026 00:40:18,N,ORIANA_RN,       26.72
06/25/2026 00:40:18,N,OR_BESS_RN,       27.11
06/25/2026 00:40:18,N,OUTP_SLR_RN,       22.80
06/25/2026 00:40:18,N,OWF_OWF,       28.90
06/25/2026 00:40:18,N,OXY_OXY_CCG1,       25.90
06/25/2026 00:40:18,N,OXY_PUN1,       25.90
06/25/2026 00:40:18,N,OXY_PUN2,       25.90
06/25/2026 00:40:18,N,OYST_SLR_RN,       27.47
06/25/2026 00:40:18,N,P2_DGR1_RN,       27.07
06/25/2026 00:40:18,N,P2_DGR2_RN,       27.07
06/25/2026 00:40:18,N,PAD1_ESS_RN,       27.07
06/25/2026 00:40:18,N,PAD2_ESS_RN,       27.07
06/25/2026 00:40:18,N,PALACIOS_RN,       26.84
06/25/2026 00:40:18,N,PALE_ESS_EN,       27.99
06/25/2026 00:40:18,N,PALMVIEW_RN,       24.39
06/25/2026 00:40:18,N,PALMWI_UNIT1,       24.83
06/25/2026 00:40:18,N,PANDA_S_CC1,       27.54
06/25/2026 00:40:18,N,PANDA_S_CT1,       27.54
06/25/2026 00:40:18,N,PANDA_S_CT2,       27.54
06/25/2026 00:40:18,N,PANDA_S_ST1,       27.54
06/25/2026 00:40:18,N,PANDA_T1_CC1,       27.28
06/25/2026 00:40:18,N,PANDA_T1_CT1,       27.28
06/25/2026 00:40:18,N,PANDA_T1_CT2,       27.28
06/25/2026 00:40:18,N,PANDA_T1_ST1,       27.28
06/25/2026 00:40:18,N,PANDA_T2_CC1,       27.28
06/25/2026 00:40:18,N,PANDA_T2_CT1,       27.28
06/25/2026 00:40:18,N,PANDA_T2_CT2,       27.28
06/25/2026 00:40:18,N,PANDA_T2_ST1,       27.28
06/25/2026 00:40:18,N,PAP1_PAP1,       25.98
06/25/2026 00:40:18,N,PAR_RN,       27.21
06/25/2026 00:40:18,N,PAULN_RN,       27.45
06/25/2026 00:40:18,N,PAVLOV_BT_RN,       26.92
06/25/2026 00:40:18,N,PAVO_ESS_ALL,       32.45
06/25/2026 00:40:18,N,PB2SES_CT1,       30.34
06/25/2026 00:40:18,N,PB2SES_CT2,       30.34
06/25/2026 00:40:18,N,PB2SES_CT3,       30.34
06/25/2026 00:40:18,N,PB2SES_CT4,       30.34
06/25/2026 00:40:18,N,PB2SES_CT5,       30.34
06/25/2026 00:40:18,N,PCT_RN,       27.02
06/25/2026 00:40:18,N,PC_NORTH_1,       28.74
06/25/2026 00:40:18,N,PC_SOUTH_ALL,       28.74
06/25/2026 00:40:18,N,PDRA_SLR_RN,       27.38
06/25/2026 00:40:18,N,PEARSALL_RN,       28.38
06/25/2026 00:40:18,N,PEARSA_1_24,       28.38
06/25/2026 00:40:18,N,PENA_ALL,       25.26
06/25/2026 00:40:18,N,PERE_SLR_RN,       26.24
06/25/2026 00:40:18,N,PEY_RN,       27.02
06/25/2026 00:40:18,N,PH1_UNIT1_2,       27.86
06/25/2026 00:40:18,N,PH2_U1_U2,       27.86
06/25/2026 00:40:18,N,PHILLWND_ALL,       27.39
06/25/2026 00:40:18,N,PHOEBE_ALL,       30.18
06/25/2026 00:40:18,N,PHOENIX_RN,       27.52
06/25/2026 00:40:18,N,PHO_ALL,       27.07
06/25/2026 00:40:18,N,PINEFRST_RN,       27.52
06/25/2026 00:40:18,N,PINN_SLR_RN,       27.65
06/25/2026 00:40:18,N,PIN_BESS_RN,       26.12
06/25/2026 00:40:18,N,PIONR_DJ_RN,       29.72
06/25/2026 00:40:18,N,PIRATE_RN,       26.28
06/25/2026 00:40:18,N,PISG_RN_ALL,       27.42
06/25/2026 00:40:18,N,PITSDD_UNIT1,       27.44
06/25/2026 00:40:18,N,PLATINUM_RN,       27.52
06/25/2026 00:40:18,N,PLN_ALL,       27.04
06/25/2026 00:40:18,N,PNPI_GT2_RN,       27.13
06/25/2026 00:40:18,N,PORTSL_UNIT1,       27.58
06/25/2026 00:40:18,N,POTEETS_RN,       27.00
06/25/2026 00:40:18,N,POTSVIL_RN,       27.38
06/25/2026 00:40:18,N,PPEC_RN,       27.42
06/25/2026 00:40:18,N,PRCRK_RN,       27.50
06/25/2026 00:40:18,N,PRID_RN,       27.22
06/25/2026 00:40:18,N,PROSPERO_ALL,       29.75
06/25/2026 00:40:18,N,PRO_RN,       27.14
06/25/2026 00:40:18,N,PRSPERO2_ALL,       29.75
06/25/2026 00:40:18,N,PR_PR_ALL,       27.15
06/25/2026 00:40:18,N,PSA_CC1,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G1,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G2,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G3,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G4,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G5,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G6,       27.16
06/25/2026 00:40:18,N,PSA_PSA_G7,       27.16
06/25/2026 00:40:18,N,PSA_PUN1,       27.16
06/25/2026 00:40:18,N,PSA_PUN2,       27.16
06/25/2026 00:40:18,N,PSA_PUN3,       27.16
06/25/2026 00:40:18,N,PSA_PUN4,       27.16
06/25/2026 00:40:18,N,PSA_PUN5,       27.16
06/25/2026 00:40:18,N,PSG_CC1,       27.15
06/25/2026 00:40:18,N,PSG_PSG_GT2,       27.15
06/25/2026 00:40:18,N,PSG_PSG_GT3,       27.15
06/25/2026 00:40:18,N,PSG_PSG_ST1,       27.15
06/25/2026 00:40:18,N,PTLBES_BESS1,       26.66
06/25/2026 00:40:18,N,PYOTE_RN,       30.48
06/25/2026 00:40:18,N,PYR_PYRON1,       28.02
06/25/2026 00:40:18,N,Q1_DGR1_RN,       27.09
06/25/2026 00:40:18,N,QALSW_ALL,       29.87
06/25/2026 00:40:18,N,QALSW_CC1,       29.87
06/25/2026 00:40:18,N,QALSW_CC2,       29.87
06/25/2026 00:40:18,N,QUEEN_BA_RN,       31.73
06/25/2026 00:40:18,N,QUEEN_SL_RN,       31.73
06/25/2026 00:40:18,N,RAB_G1-8,       27.12
06/25/2026 00:40:18,N,RADN_SLR_ALL,       27.22
06/25/2026 00:40:18,N,RAMBLER_UNIT,       26.74
06/25/2026 00:40:18,N,RANCHERO_ALL,       26.92
06/25/2026 00:40:18,N,RAT_RN_1,       25.47
06/25/2026 00:40:18,N,RAYBURN_CC1,       26.69
06/25/2026 00:40:18,N,RAYB_G78910,       26.69
06/25/2026 00:40:18,N,RBN_BESS1,       27.13
06/25/2026 00:40:18,N,RDCAN_RDCNY1,       28.07
06/25/2026 00:40:18,N,REDBARN_RN,       31.91
06/25/2026 00:40:18,N,REDFISH_ALL,       24.91
06/25/2026 00:40:18,N,REDGATE_RN,       24.51
06/25/2026 00:40:18,N,RELOJ_ALL,       23.28
06/25/2026 00:40:18,N,REROCK_ALL,       31.31
06/25/2026 00:40:18,N,RHESS2_ESS1,       27.18
06/25/2026 00:40:18,N,RIGGIN_UNIT1,       31.79
06/25/2026 00:40:18,N,RIOG_ESR2_RN,       23.78
06/25/2026 00:40:18,N,RIOG_ESR_RN,       23.78
06/25/2026 00:40:18,N,RIONOG_CC1,       27.07
06/25/2026 00:40:18,N,RIONOG_CT1,       27.07
06/25/2026 00:40:18,N,RIONOG_CT2,       27.07
06/25/2026 00:40:18,N,RIONOG_CT3,       27.07
06/25/2026 00:40:18,N,RIONOG_ST1,       27.07
06/25/2026 00:40:18,N,RIPPEY_ALL,       27.54
06/25/2026 00:40:18,N,RN_APOGEE,       27.73
06/25/2026 00:40:18,N,RN_BYU_G8,       27.14
06/25/2026 00:40:18,N,RN_BY_ESR1,       27.16
06/25/2026 00:40:18,N,RN_DEC_AGR_A,       27.55
06/25/2026 00:40:18,N,RN_DEC_AGR_B,       27.55
06/25/2026 00:40:18,N,RN_DEC_AGR_C,       27.55
06/25/2026 00:40:18,N,RN_DEC_AGR_D,       27.55
06/25/2026 00:40:18,N,RN_ECEC_HOLT,       29.91
06/25/2026 00:40:18,N,RN_LNP_SLR,       27.10
06/25/2026 00:40:18,N,RN_OCI_ALAMO,       27.09
06/25/2026 00:40:18,N,RN_PAD3_ESS,       27.07
06/25/2026 00:40:18,N,RN_QTUM_SLR,       27.80
06/25/2026 00:40:18,N,RN_RHN_ESR,       27.16
06/25/2026 00:40:18,N,RN_RTS1,       27.09
06/25/2026 00:40:18,N,RN_SOLC_SLR,       27.83
06/25/2026 00:40:18,N,RN_SR_WIND1,       24.77
06/25/2026 00:40:18,N,RN_TOSBATT,       28.75
06/25/2026 00:40:18,N,ROSELAND_ALL,       27.39
06/25/2026 00:40:18,N,ROUTE66_RN,       27.87
06/25/2026 00:40:18,N,ROW_ALL,       27.10
06/25/2026 00:40:18,N,RPUBRDS_RN,       27.28
06/25/2026 00:40:18,N,RRANCHES_ALL,       30.64
06/25/2026 00:40:18,N,RRC_WIND_ALL,       27.65
06/25/2026 00:40:18,N,RSK_RN,       28.47
06/25/2026 00:40:18,N,RTLSNAKE_BT,       30.58
06/25/2026 00:40:18,N,RUSSEKST_RN,       -2.21
06/25/2026 00:40:18,N,RVN_RN,       27.11
06/25/2026 00:40:18,N,RVRVLYS_ALL,       27.17
06/25/2026 00:40:18,N,SADLBACK_RN,       30.83
06/25/2026 00:40:18,N,SADLBCK_AGR1,       30.83
06/25/2026 00:40:18,N,SAH_RN,       27.11
06/25/2026 00:40:18,N,SALVTION_GEN,       27.80
06/25/2026 00:40:18,N,SAMSON_ALL,       27.51
06/25/2026 00:40:18,N,SANDHSYD1_2,       27.12
06/25/2026 00:40:18,N,SANDHSYD3_4,       27.12
06/25/2026 00:40:18,N,SANDHSYD6_7,       27.12
06/25/2026 00:40:18,N,SANDHSYD_5AC,       27.12
06/25/2026 00:40:18,N,SANDHSYD_CC1,       27.12
06/25/2026 00:40:18,N,SANDLAKE_RN,       30.72
06/25/2026 00:40:18,N,SANTACRU_ALL,       25.70
06/25/2026 00:40:18,N,SAN_SANMIGG1,       26.93
06/25/2026 00:40:18,N,SBEAN_BESS,       30.56
06/25/2026 00:40:18,N,SBE_RN_1,       27.09
06/25/2026 00:40:18,N,SC2SES_UNIT1,       27.45
06/25/2026 00:40:18,N,SCES_UNIT1,       27.39
06/25/2026 00:40:18,N,SCLP_PUN1,       27.08
06/25/2026 00:40:18,N,SCLP_PUN2,       27.08
06/25/2026 00:40:18,N,SCLP_PUN3,       27.08
06/25/2026 00:40:18,N,SCLP_PUN4,       27.08
06/25/2026 00:40:18,N,SCLP_SCLPC_1,       27.08
06/25/2026 00:40:18,N,SCLP_SCLPC_2,       27.08
06/25/2026 00:40:18,N,SCLP_SCLPC_3,       27.08
06/25/2026 00:40:18,N,SCLP_SCLPC_4,       27.08
06/25/2026 00:40:18,N,SCSES_UNIT2,       27.45
06/25/2026 00:40:18,N,SENATEWD_1,       27.65
06/25/2026 00:40:18,N,SEVNF_ES_RN,       20.55
06/25/2026 00:40:18,N,SE_EDINB_RN,       24.53
06/25/2026 00:40:18,N,SGM_SIGNALMT,       28.27
06/25/2026 00:40:18,N,SGSA_DGR,       31.31
06/25/2026 00:40:18,N,SG_BES_BESS1,       31.79
06/25/2026 00:40:18,N,SHAFFER_ALL,       25.66
06/25/2026 00:40:18,N,SHAMROCK_RN,       26.91
06/25/2026 00:40:18,N,SHANNONW_RN,       27.67
