window_days,refit_days,min_hours,n_new_keys,n_admitted,admit_rate,median_latency_days,p90_latency_days,blind_mass_share,never_admitted_mass_share,coverage,n_weeks
240,1,5,5724,3117,0.5445492662473794,2.375,97.43333333333335,0.035906188793727985,0.00443557129991581,0.9562229520220299,326
240,1,10,5724,2162,0.3777078965758211,8.520833333333332,149.60833333333338,0.05101587157470122,0.012463993367956925,0.9372612079156399,326
240,1,25,5724,1202,0.20999301187980432,21.145833333333336,190.94583333333335,0.0831269458553598,0.03284295057229759,0.8910419905050033,326
240,3,5,5724,3117,0.5445492662473794,3.5,99.30833333333334,0.04808415022157205,0.00443557129991581,0.9409097203317923,109
240,3,10,5724,2162,0.3777078965758211,9.4375,149.60833333333338,0.061517293402435315,0.012463993367956925,0.9225127411789653,109
240,3,25,5724,1202,0.20999301187980432,21.916666666666668,192.76666666666674,0.09153313938665816,0.03284295057229759,0.8799268672023495,109
240,7,5,5724,3103,0.5421034241788959,6.541666666666667,99.28333333333335,0.06245278570848167,0.004569588791407687,0.9258965989967308,46
240,7,10,5724,2152,0.37596086652690425,11.8125,151.0208333333334,0.07696269026277215,0.012609612812977934,0.9060653731609191,46
240,7,25,5724,1191,0.2080712788259958,23.5,192.41666666666666,0.10548493030534198,0.03312553613666056,0.863056371024406,46
