window_days,refit_days,ridge_lambda,std_floor,min_binding_hours,rho_min,oos_pooled_r2,is_pooled_r2,rank_spearman,sign_agree,topdecile_hit,coverage,sf_stability,sf_stability_proj,n_constraints,n_groups,group_churn,median_n_kept,n_weeks
240,7,1.0,100.0,25,0.9,0.7664539008207647,0.9819206281982126,0.8325201741560734,0.9144033517990304,0.7736271968147533,0.8725264230495734,0.40303268854680135,0.39680396432945475,3653.126984126984,3350.2698412698414,0.9985291944592336,979.0,63
240,7,1.0,100.0,25,ungrouped,0.762409921340056,0.9817042397738733,0.8328644872955692,0.9110412898487827,0.7730416090847289,0.8711549435379348,0.39762248622726426,,3653.126984126984,,,1052.0,63
240,7,1.0,100.0,25,0.8,0.7594446371452853,0.9819054484228843,0.829877316917895,0.9115486485745136,0.77188466469329,0.8748267358365645,0.4087228220478821,0.4059688600235876,3653.126984126984,3246.936507936508,0.9975940590842796,960.0,63
240,7,1.0,100.0,25,0.7,0.7526086991708538,0.9814965088354504,0.828274620530812,0.910384589929913,0.7691538499730738,0.8796453454376387,0.41273749777084523,0.4075613668794513,3653.126984126984,3093.5079365079364,0.9963416717049106,940.0,63
