window_days,refit_days,ridge_lambda,std_floor,min_binding_hours,oos_pooled_r2,is_pooled_r2,rank_spearman,sign_agree,topdecile_hit,coverage,sf_stability,median_n_kept,n_weeks
240,7,1.0,100.0,25,0.7335065809792254,0.9762288530100174,0.8034408188477028,0.8954569128070429,0.7558240502910798,0.8610296780274999,0.4019723501009665,1037.0,78
240,7,3.0,100.0,25,0.7289393197516232,0.9719318226883255,0.8000386708734248,0.8937220647896496,0.7468352968353883,0.8610296780274999,0.4260734288212328,1037.0,78
60,7,1.0,100.0,25,0.7206720017633577,0.9697555554224903,0.8052926286378527,0.8983006765628295,0.7469037923285224,0.8099565477481631,0.534930795420292,421.0,78
60,7,0.3,100.0,25,0.717115281429829,0.9714102025477348,0.8055143401302551,0.8985608821710082,0.7524070015107326,0.8099565477481631,0.5140650824659831,421.0,78
240,7,0.3,100.0,25,0.715924395946916,0.9785840632053447,0.8005209456877737,0.893896663157418,0.7592389958001202,0.8610296780274999,0.3512143941662987,1037.0,78
60,7,3.0,100.0,25,0.7109007353545735,0.9654198639282103,0.7985018409416259,0.8950330307691837,0.735440359380997,0.8099565477481631,0.5349125184011153,421.0,78
