settlement_point,sp_type,lat,lon
LANTANA_RN,RN,27.8001,-97.4608
LAPETUS_U1,OTHER,32.460054,-102.672809
LARDVFTN_G4,OTHER,27.5667,-99.5089
LARDVFTN_G5,OTHER,27.5667,-99.5089
LASSO_GEN,OTHER,30.45512,-103.4747
LAUR_BESS_RN,RN,26.0968,-97.5505
LBRA_BES1,OTHER,29.466592,-98.002839
LEAKEY_RN,RN,29.7449,-99.7618
LEG_LEG_G1,OTHER,31.4219,-96.2525
LEG_LEG_G2,OTHER,31.4219,-96.2525
LEONLCPCT1_2,OTHER,29.3525,-98.5761
LEONLCPCT3_4,OTHER,29.3525,-98.5761
LEON_SLR_RN,RN,34.380532,-100.099625
LFSTH_RN,RN,31.291983,-94.724236
LGDRAW_S_ALL,OTHER,32.741383,-101.621793
LGD_LANGFORD,OTHER,31.085435,-100.67882
LGE_CC1,PCCRN,27.88929,-97.258417
LGE_LGE_GT1,OTHER,27.88929,-97.258417
LGE_LGE_GT2,OTHER,27.88929,-97.258417
LGE_LGE_STG,OTHER,27.88929,-97.258417
LGW_UNIT_ALL,OTHER,31.8225,-98.690556
LHM_CVC_G4,OTHER,29.836952,-95.121744
LHM_PUN1,PUN,29.836952,-95.121744
LHM_PUN2,PUN,29.836952,-95.121744
LHORN_N_U1_2,OTHER,34.311111,-101.251111
LHSES_UNIT1,OTHER,32.8358,-96.5458
LHSES_UNIT2,OTHER,32.8358,-96.5458
LIGSW_RN,RN,32.81479,-97.025
LIG_RN,RN,29.88193,-95.11148
LILY_RN,RN,32.533273,-96.428985
LK_RN,RN,29.4521,-95.3083
LMAJADAS_ALL,OTHER,26.364843,-97.545341
LMO_ESR_RN,RN,30.65991,-95.973798
LMWD_SLR_RN,RN,31.1294,-97.2614
LNCRK_ALL,OTHER,32.5144,-99.6564
LONESTAR_RN,RN,31.594864,-103.249847
LONEWOLF_ALL,OTHER,32.4375,-100.7444
LON_RN1,RN,29.281605,-95.295533
LOSTPI_CC1,PCCRN,30.1478,-97.2714
LOS_LOSTPGT1,OTHER,30.1478,-97.2714
LOS_LOSTPGT2,OTHER,30.1478,-97.2714
LOS_LOSTPST1,OTHER,30.1478,-97.2714
LOWR_ESS_RN,RN,26.206944,-98.058889
LPCCS_CC1,PCCRN,33.6308,-95.59
LPCCS_CC2,PCCRN,33.6308,-95.59
LPCCS_CT11,OTHER,33.6308,-95.59
LPCCS_CT12,OTHER,33.6308,-95.59
LPCCS_CT21,OTHER,33.6308,-95.59
LPCCS_CT22,OTHER,33.6308,-95.59
LPCCS_UNIT1,OTHER,33.6308,-95.59
LPCCS_UNIT2,OTHER,33.6308,-95.59
LUCKYBLU_RN,RN,32.0717,-98.3753
LV1A_LV1B,OTHER,26.388611,-98.806111
LV3_RN,RN,26.388611,-98.806111
LV3_UNIT1,OTHER,26.388611,-98.806111
LV4_UNIT_1,OTHER,26.380556,-98.818333
LV5_UNIT1,OTHER,26.411689,-98.571554
LYNX_ESS_RN,RN,27.8027,-97.3964
LYSSY_RN,RN,28.9256,-98.1422
L_FRE_ESR_RN,RN,26.0839,-98.2834
MADERO_RN,RN,26.169846,-98.329793
MAG_RN,RN,29.209729,-96.029597
MAINLAND_RN,RN,29.39521,-95.04077
MAND_SLR_RN,RN,31.029028,-96.934783
MARBFA,OTHER,30.555288,-98.257593
MARIAH_ALL,OTHER,34.6675,-102.577778
MAR_MARSFOG1,OTHER,30.3899,-97.9073
MAR_MARSFOG2,OTHER,30.3899,-97.9073
MAR_MARSFOG3,OTHER,30.3899,-97.9073
MASSENGL_G6,OTHER,29.7174,-95.2608
MASSENGL_G7,OTHER,29.7174,-95.2608
MASSENGL_G8,OTHER,29.7174,-95.2608
MAVCRK_W_ALL,OTHER,31.262546,-99.843961
MCDLD_FCSBW1,OTHER,32.039,-101.22
MCLNSLR_RN,RN,28.44208,-99.75582
MCSES_UNIT6,OTHER,32.7231,-96.9358
MCSES_UNIT7,OTHER,32.7231,-96.9358
MCSES_UNIT8,OTHER,32.7231,-96.9358
MDANP_CT1_2,OTHER,32.4302,-97.0537
MDANP_CT3_4,OTHER,32.4302,-97.0537
MDANP_CT5_6,OTHER,32.4302,-97.0537
MDWPK_RN,RN,31.9152,-102.3738
MEDILA_RN,RN,29.6178,-98.9133
MEDINA1_RN,RN,29.6127,-98.9351
MERCURY_ALL,OTHER,31.710422,-96.818676
MESQCRK_ALL,OTHER,32.7,-101.741111
MESQUITE_RN,RN,29.7372,-98.0228
MESQUITE_RN2,RN,29.7372,-98.0228
MESTENO_RN,RN,26.523692,-98.745522
MGSES_CT123,OTHER,32.3358,-100.9156
MGSES_CT456,OTHER,32.3358,-100.9156
MIAM1_G1_G2,OTHER,35.653889,-100.538611
MIDP_SLR_RN,RN,32.116,-97.3435
MIDWY_RN,RN,31.840393,-102.726358
MILTON_RN,RN,29.05732,-97.7875
MIL_MILG1_2,OTHER,32.6581,-98.3103
MIL_MILG345,OTHER,32.6581,-98.3103
MIRAGE_G1,OTHER,29.7028,-95.0718
MIRASOLE_GEN,OTHER,26.465556,-98.411111
MISAE_GEN_RN,RN,34.380532,-100.099625
MLB_SLR_RN,RN,33.1593,-99.6998
MLSES_UNIT1,OTHER,32.2606,-94.570514
MLSES_UNIT2,OTHER,32.2606,-94.570514
MLSES_UNIT3,OTHER,32.2606,-94.570514
MNWL_BESS_RN,RN,32.3445,-97.2482
MONTECR1_RN,RN,26.461461,-98.285881
MONT_WND_RN,RN,33.841272,-99.657805
MOORE_FL_RN,RN,26.36037,-98.31517
MOZART_WIND1,OTHER,32.969722,-100.524167
MRKM_SLR_RN,RN,31.694792,-97.374883
MROW_SLR_RN,RN,31.5207,-102.3998
MUENSTER_RN,RN,33.641097,-97.332594
MUSTNGCK_ALL,OTHER,29.0674,-96.5326
MU_RN,RN,29.364519,-95.202205
MV_VALV4_RN,RN,26.2341,-98.07985
MWEC_G1,OTHER,33.752201,-100.967402
MYRY_BES2_RN,RN,31.7358,-97.3782
MYRY_ESR_RN,RN,31.7358,-97.3782
MYR_ALL,OTHER,29.2285,-95.4274
NACPW_UNIT1,OTHER,31.6486,-94.7833
NBOHR_RN,RN,31.727237,-101.582
NCARBIDEG8,OTHER,28.5105,-96.7706
NCARBIDE_1_7,OTHER,28.5105,-96.7706
NCARBID_PUN1,PUN,29.7466,-95.1768
NCARBID_PUN2,PUN,29.7466,-95.1768
NCO_RN,RN,29.1367,-95.6794
NEBULA_RN,RN,26.090103,-97.798453
NEDIN_CC1,PCCRN,26.3017,-98.1633
NEDIN_RN,RN,26.3017,-98.1633
NED_NEDIN_G1,OTHER,26.3017,-98.1633
NED_NEDIN_G2,OTHER,26.3017,-98.1633
NED_NEDIN_G3,OTHER,26.3017,-98.1633
NFAL_RN,RN,31.7648,-102.3842
NF_BRP_RN,RN,33.6211,-100.7725
NHKY_SLR_RN,RN,31.5906,-97.1542
NOBLESLR_ALL,OTHER,33.261505,-97.238057
NOVA1SLR_ALL,OTHER,33.320637,-100.982201
NOVA2S_UNIT1,OTHER,33.32056,-100.981664
NRTN_SLR_RN,RN,31.534768,-100.113803
NUECES_B_CC1,PCCRN,27.819412,-97.419203
NUE_NUECESG7,OTHER,27.819412,-97.419203
NUE_NUECESG8,OTHER,27.819412,-97.419203
NUE_NUECESG9,OTHER,27.819412,-97.419203
NWF_NWF1,OTHER,31.8881,-102.7333
N_AL_BESS_RN,RN,26.230677,-98.11404
N_MRD_ESR_RN,RN,26.230501,-97.91256
OBERON_U1,OTHER,31.703258,-102.701206
ODESW_RN,RN,31.871315,-102.398409
OECCS_1,OTHER,31.8403,-102.3264
OECCS_2,OTHER,31.8403,-102.3264
OECCS_CC1,PCCRN,26.208,-98.3992
OECCS_CC2,PCCRN,26.208,-98.3992
OGSES_1,OTHER,31.1803,-96.4866
OGSES_2,OTHER,31.1803,-96.4866
OGS_SLR_RN,RN,27.918286,-97.98045
OLIN_OLING_1,OTHER,33.068055,-96.452481
OLIN_OLING_2,OTHER,33.068055,-96.452481
OLIN_OLING_3,OTHER,33.068055,-96.452481
OLIN_OLING_4,OTHER,33.068055,-96.452481
OLMITO_RN,RN,26.0381,-97.5547
OLNEYTN_AGR1,OTHER,33.3695,-98.7782
OLNEYTN_RN,RN,33.371086,-98.720465
ORIANA_RN,RN,28.905346,-96.978078
OR_BESS_RN,RN,29.5427,-95.9584
OUTP_SLR_RN,RN,27.85923,-99.16174
OWF_OWF,OTHER,32.1217,-101.3853
OXY_OXY_CCG1,OTHER,29.7314,-95.0839
OXY_PUN1,PUN,29.7314,-95.0839
OXY_PUN2,PUN,29.7314,-95.0839
OYST_SLR_RN,RN,29.4845,-96.0168
P2_DGR1_RN,RN,29.3924,-98.5546
P2_DGR2_RN,RN,29.3924,-98.5546
PAD1_ESS_RN,RN,29.4241,-98.4936
PAD2_ESS_RN,RN,29.4241,-98.4936
PALACIOS_RN,RN,28.757031,-96.211775
PALE_ESS_EN,OTHER,33.1398,-101.6348
PALMVIEW_RN,RN,26.2337,-98.3695
PALMWI_UNIT1,OTHER,26.288889,-97.496389
PANDA_S_CC1,PCCRN,31.055833,-97.317222
PANDA_S_CT1,OTHER,33.582573,-96.617893
PANDA_S_CT2,OTHER,33.582573,-96.617893
PANDA_S_ST1,OTHER,33.582573,-96.617893
PANDA_T1_CC1,PCCRN,31.055833,-97.317222
PANDA_T1_CT1,OTHER,31.055833,-97.317222
PANDA_T1_CT2,OTHER,31.055833,-97.317222
PANDA_T1_ST1,OTHER,31.055833,-97.317222
PANDA_T2_CC1,PCCRN,31.055833,-97.317222
PANDA_T2_CT1,OTHER,31.055833,-97.317222
PANDA_T2_CT2,OTHER,31.055833,-97.317222
PANDA_T2_ST1,OTHER,31.055833,-97.317222
PAP1_PAP1,OTHER,27.9386,-97.4586
PAR_RN,RN,29.979,-95.943
PAULN_RN,RN,32.335025,-96.057897
PAVLOV_BT_RN,RN,28.994112,-96.126203
PAVO_ESS_ALL,OTHER,30.885123,-102.42261
PB2SES_CT1,OTHER,31.5839,-102.9633
PB2SES_CT2,OTHER,31.5839,-102.9633
PB2SES_CT3,OTHER,31.5839,-102.9633
PB2SES_CT4,OTHER,31.5839,-102.9633
PB2SES_CT5,OTHER,31.5839,-102.9633
PCT_RN,RN,28.896781,-95.865183
PC_NORTH_1,OTHER,32.100823,-101.451385
PC_SOUTH_ALL,OTHER,31.9361,-101.2983
PDRA_SLR_RN,RN,31.2928,-102.6155
PEARSALL_RN,RN,28.92633,-99.09626
PEARSA_1_24,OTHER,28.9275,-99.0919
PENA_ALL,OTHER,27.022112,-97.498478
PERE_SLR_RN,RN,28.4279,-97.4544
PEY_RN,RN,28.8433,-95.8631
PH1_UNIT1_2,OTHER,35.4275,-101.253056
PH2_U1_U2,OTHER,35.442778,-101.372778
PHILLWND_ALL,OTHER,31.549868,-96.904072
PHOEBE_ALL,OTHER,31.843422,-102.868295
PHOENIX_RN,RN,33.500378,-96.146489
PHO_ALL,OTHER,29.1913,-95.9675
PINEFRST_RN,RN,33.1008,-95.3923
PINN_SLR_RN,RN,33.2646,-98.1633
PIN_BESS_RN,RN,31.8435,-102.2184
PIONR_DJ_RN,RN,31.7983,-101.9043
PIRATE_RN,RN,28.028576,-97.520494
PISG_RN_ALL,OTHER,31.896737,-96.467327
PITSDD_UNIT1,OTHER,31.8932,-96.8751
PLATINUM_RN,RN,33.535,-96.353
PLN_ALL,OTHER,29.122,-96.276
PNPI_GT2_RN,RN,29.475278,-95.634167
PORTSL_UNIT1,OTHER,33.310446,-97.369773
POTEETS_RN,RN,29.0356,-98.5786
POTSVIL_RN,RN,31.738177,-98.213739
PPEC_RN,RN,33.2173,-95.4621
PRCRK_RN,RN,30.8479,-96.3495
PRID_RN,RN,31.5481,-98.49491
PROSPERO_ALL,OTHER,32.287873,-102.840399
PRO_RN,RN,29.64536,-95.45169
PRSPERO2_ALL,OTHER,32.275814,-102.844806
PR_PR_ALL,OTHER,29.6981,-95.2547
PSA_CC1,PCCRN,29.8161,-95.10773
PSA_PSA_G1,OTHER,29.8161,-95.10773
PSA_PSA_G2,OTHER,29.8161,-95.10773
PSA_PSA_G3,OTHER,29.8161,-95.10773
PSA_PSA_G4,OTHER,29.8161,-95.10773
PSA_PSA_G5,OTHER,29.8161,-95.10773
PSA_PSA_G6,OTHER,29.8161,-95.10773
PSA_PSA_G7,OTHER,29.8161,-95.10773
PSA_PUN1,PUN,29.8161,-95.10773
PSA_PUN2,PUN,29.8161,-95.10773
PSA_PUN3,PUN,29.8161,-95.10773
PSA_PUN4,PUN,29.8161,-95.10773
PSA_PUN5,PUN,29.8161,-95.10773
PSG_CC1,PCCRN,29.72475,-95.17648
PSG_PSG_GT2,OTHER,29.72475,-95.17648
PSG_PSG_GT3,OTHER,29.72475,-95.17648
PSG_PSG_ST1,OTHER,29.72475,-95.17648
PTLBES_BESS1,OTHER,31.7398,-102.3816
PYOTE_RN,RN,31.5457,-103.1238
PYR_PYRON1,OTHER,32.5886,-100.6728
Q1_DGR1_RN,RN,29.2567,-98.3825
QALSW_ALL,OTHER,31.8414,-102.315
QALSW_CC1,PCCRN,31.8414,-102.315
QALSW_CC2,PCCRN,31.8414,-102.315
QUEEN_BA_RN,RN,31.2194,-102.1922
QUEEN_SL_RN,RN,31.2194,-102.1922
RAB_G1-8,OTHER,29.480277,-95.620277
RADN_SLR_ALL,OTHER,31.5481,-99.1872
RAMBLER_UNIT,OTHER,31.517,-100.6
RANCHERO_ALL,OTHER,30.594908,-101.453021
RAT_RN_1,OTHER,31.214,-100.255
RAYBURN_CC1,PCCRN,28.8947,-97.135
RAYB_G78910,OTHER,28.8947,-97.135
RBN_BESS1,OTHER,29.56318,-95.80023
RDCAN_RDCNY1,OTHER,32.92544,-101.219397
REDBARN_RN,RN,30.976638,-102.257753
REDFISH_ALL,OTHER,26.475278,-97.691111
REDGATE_RN,RN,26.451111,-98.1775
RELOJ_ALL,OTHER,27.03028,-99.388388
REROCK_ALL,OTHER,30.960209,-103.306662
RHESS2_ESS1,OTHER,29.4241,-98.4936
RIGGIN_UNIT1,OTHER,30.57552,-102.551292
RIOG_ESR2_RN,RN,26.39279,-98.81941
RIOG_ESR_RN,RN,26.39279,-98.81941
RIONOG_CC1,PCCRN,29.593056,-97.973215
RIONOG_CT1,OTHER,29.593056,-97.973215
RIONOG_CT2,OTHER,29.593056,-97.973215
RIONOG_CT3,OTHER,29.593056,-97.973215
RIONOG_ST1,OTHER,29.593056,-97.973215
RIPPEY_ALL,OTHER,33.5493,-97.1798
RN_APOGEE,OTHER,33.268,-99.468
RN_BYU_G8,OTHER,29.7286,-94.987
RN_BY_ESR1,OTHER,29.7658,-95.3677
RN_DEC_AGR_A,OTHER,33.214869,-97.209692
RN_DEC_AGR_B,OTHER,33.214869,-97.209692
RN_DEC_AGR_C,OTHER,33.214869,-97.209692
RN_DEC_AGR_D,OTHER,33.214869,-97.209692
RN_ECEC_HOLT,OTHER,32.069167,-102.585556
RN_LNP_SLR,OTHER,29.244,-95.676
RN_OCI_ALAMO,OTHER,29.271667,-98.444722
RN_PAD3_ESS,OTHER,29.4241,-98.4936
RN_QTUM_SLR,OTHER,31.8236,-102.3629
RN_RHN_ESR,OTHER,29.7852,-95.1584
RN_RTS1,OTHER,31.74325,-101.493407
RN_SOLC_SLR,OTHER,31.8236,-102.3629
RN_SR_WIND1,OTHER,26.125979,-97.377599
RN_TOSBATT,OTHER,32.167575,-101.479217
ROSELAND_ALL,OTHER,31.46124,-96.82493
ROUTE66_RN,RN,35.205278,-101.434167
ROW_ALL,OTHER,29.39,-95.78
RPUBRDS_RN,RN,30.881424,-96.62542
RRANCHES_ALL,OTHER,31.36,-103.33
RRC_WIND_ALL,OTHER,32.437418,-99.108907
RSK_RN,RN,31.74325,-101.493407
RTLSNAKE_BT,OTHER,31.568978,-103.226631
RUSSEKST_RN,RN,31.183494,-101.460355
RVN_RN,RN,31.9124,-102.3047
RVRVLYS_ALL,OTHER,30.41477,-97.35701
SADLBACK_RN,RN,31.332883,-103.498425
SADLBCK_AGR1,OTHER,30.8082,-103.6474
SAH_RN,RN,29.4521,-95.3083
SALVTION_GEN,OTHER,33.345366,-99.624257
SAMSON_ALL,OTHER,33.25102,-95.193426
SANDHSYD1_2,OTHER,30.2098,-97.6129
SANDHSYD3_4,OTHER,30.2098,-97.6129
SANDHSYD6_7,OTHER,30.2098,-97.6129
SANDHSYD_5AC,OTHER,30.2098,-97.6129
SANDHSYD_CC1,PCCRN,30.2098,-97.6129
SANDLAKE_RN,RN,31.508786,-103.617546
SANTACRU_ALL,OTHER,27.5925,-97.500833
SAN_SANMIGG1,OTHER,28.7044,-98.4775
SBEAN_BESS,OTHER,31.821423,-104.045071
SBE_RN_1,OTHER,29.45527,-96.088253
SC2SES_UNIT1,OTHER,31.93985,-94.989834
SCES_UNIT1,OTHER,31.474378,-96.957149
SCLP_PUN1,PUN,29.0728,-95.745
SCLP_PUN2,PUN,29.0728,-95.745
SCLP_PUN3,PUN,29.0728,-95.745
SCLP_PUN4,PUN,29.0728,-95.745
SCLP_SCLPC_1,OTHER,29.0728,-95.745
SCLP_SCLPC_2,OTHER,29.0728,-95.745
SCLP_SCLPC_3,OTHER,29.0728,-95.745
SCLP_SCLPC_4,OTHER,29.0728,-95.745
SCSES_UNIT2,OTHER,31.93985,-94.989834
SENATEWD_1,OTHER,33.205801,-98.365069
SEVNF_ES_RN,RN,27.4546,-99.4188
SE_EDINB_RN,RN,26.2867,-98.1294
SGM_SIGNALMT,OTHER,32.2075,-101.388333
SGSA_DGR,OTHER,31.040031,-103.652607
SG_BES_BESS1,OTHER,30.924381,-102.953583
SHAFFER_ALL,OTHER,27.580489,-97.640077
SHAMROCK_RN,RN,35.9454,-101.9005
SHANNONW_RN,RN,33.509722,-98.360833
SHAW_SLR_RN,RN,26.376,-98.599
SHEEPCRK_1,OTHER,34.311111,-101.251111
SIG_SLR_RN,RN,32.986,-96.085998
SILASRAY_CC1,PCCRN,25.9131,-97.5214
SIL_SILAS_10,OTHER,25.9131,-97.5214
SIL_SILAS_6,OTHER,25.9131,-97.5214
SIL_SILAS_9,OTHER,25.9131,-97.5214
SIRIUS_UNIT1,OTHER,31.186,-103.128
SJS_SJS_G1,OTHER,29.694838,-95.040622
SJS_SJS_G2,OTHER,29.694838,-95.040622
SKY1,OTHER,29.550278,-96.537778
SLCN_ESS_ALL,OTHER,29.7852,-95.1584
SLK_BESS_RN,RN,31.2234,-103.2518
SLTFRK_UN1_2,OTHER,35.18172,-100.934408
SMTH_ESS_RN,RN,0,0
SNY_BESS_RN,RN,32.705086,-100.905954
SOLARA_UNIT1,OTHER,33.04,-99.5525
SPARTA_ALL,OTHER,28.655277,-98.001388
SPLAIN1_RN,RN,34.080556,-101.323611
SPLAIN2_RN,RN,34.196962,-101.381494
SPNC_SPNCE_4,OTHER,33.1975,-97.1061
SPNC_SPNCE_5,OTHER,33.1975,-97.1061
SPTX12B_RN,RN,31.241808,-102.29027
SP_RN,RN,29.660045,-95.191541
SROSA_ESR_RN,RN,31.7358,-97.3782
SRWE1_UNIT1,OTHER,32.926389,-101.647778
SSPURT_WIND1,OTHER,35.2375,-102.203056
STADIUM_RN,RN,27.7564,-98.077
STAGHORN_RN,RN,31.4286,-103.1114
STAM_SLR_ALL,OTHER,33.20132,-95.31923
STAR_SLR_RN,RN,26.523359,-99.017108
STEAM_ENG123,OTHER,33.1707,-96.1264
STEA_STEAM_1,OTHER,33.1707,-96.1264
STEA_STEAM_2,OTHER,33.1707,-96.1264
STEA_STEAM_3,OTHER,33.1707,-96.1264
STELLA_RN,RN,26.941667,-97.6425
STLHS_SL_RN,RN,30.967591,-97.165108
STP_STP_G1,OTHER,28.795,-96.0481
STP_STP_G2,OTHER,28.795,-96.0481
STRATEGC_RN,RN,32.23256,-96.706121
STRG_SLR_ALL,OTHER,30.569447,-97.110428
STWF_T1,OTHER,32.4081,-100.1286
SUNVASLR_ALL,OTHER,31.86976,-97.01498
SWEC_G1,OTHER,32.2353,-101.8367
SWEETWN2_2_4,OTHER,32.3472,-100.3703
SWEETWN3_3,OTHER,32.290833,-100.4219
SWEETWND_1,OTHER,32.3606,-100.3389
SWFT_SLR_RN,RN,31.9865,-102.3412
SWOOSE1_U1,OTHER,31.3178,-102.8465
SWOOSEII_RN,RN,31.45115,-103.361771
SWTWN4_WND45,OTHER,32.3122,-100.5303
SWT_BESS_RN,RN,32.457511,-100.443747
SYBR_SLR_RN,RN,30.72,-96.79
S_HILLS_RN,RN,33.57824,-99.1921
TAHOKA_ALL,OTHER,33.303497,-101.65722
TANZ_ESS_RN,RN,32.230844,-95.8376
TAV_RN,RN,29.560311,-95.98036
TAYGETE2_ALL,OTHER,31.186,-103.128
TAYGETE_ALL,OTHER,31.165245,-103.125868
TBWF_ES_BES1,OTHER,31.233457,-102.308519
TC_GTG2_RN,RN,29.7143,-95.3955
TC_PUN1,PUN,29.7143,-95.3955
TC_PUN2,PUN,29.7143,-95.3955
TC_TCHP1,OTHER,29.703454,-95.398317
TDWLPR_1_RN,RN,31.09828,-96.66368
TEN_CC1,PCCRN,32.3994,-97.4078
TEN_CT1_STG,OTHER,32.3994,-97.4078
TGCCS_ALL,OTHER,32.017826,-94.619743
TGCCS_CC1,PCCRN,32.017826,-94.619743
TGS_GT01,OTHER,29.2639,-95.8997
TGW_T1_T2,OTHER,27.0011,-97.5994
THREEW_S_RN,RN,31.4216,-100.4828
THW_1_CCU,OTHER,29.9417,-95.5306
THW_2_CCU,OTHER,29.9417,-95.5306
THW_CC1,PCCRN,29.9417,-95.5306
THW_CC2,PCCRN,29.9417,-95.5306
THW_THWGT5X,OTHER,29.9417,-95.5306
THW_THWGT_1,OTHER,29.9417,-95.5306
TIMPP_RN1,RN,29.875,-97.807
TIMPP_RN2,RN,29.875,-97.807
TIMPP_RN3,RN,29.875,-97.807
TIMPP_RN4,RN,29.875,-97.807
TI_SOLAR_ALL,OTHER,31.70038,-104.458136
TKWSW_CHAMP,OTHER,32.3983,-100.6481
TKWSW_ROSCOE,OTHER,32.4694,-100.6664
TMPP_RN3,RN,29.4238,-98.4936
TMPP_RN4,RN,29.4238,-98.4936
TNFS_RN,RN,30.8893,-102.88
TNG_RN,RN,29.1244,-95.3962
TNP_TNP_O_1,OTHER,31.091925,-96.69503
TNP_TNP_O_2,OTHER,31.091925,-96.69503
TNSKA_CC1,PCCRN,33.6968,-95.5577
TNSKA_CCU,OTHER,33.6968,-95.5577
TNS_SLR_ALL,OTHER,31.468564,-96.794168
TOPAZ_ALL,OTHER,29.426389,-94.976667
TORR_ALL,OTHER,27.614411,-98.7945
TORT_ESS_RN,RN,33.6211,-100.7725
TOYAH_RN,RN,31.113909,-103.66551
TRBT_SLR_RN,RN,31.10409,-102.60625
TREB_SOLAR1,OTHER,28.68851,-96.509833
TRENT_TRENT,OTHER,32.4301,-100.235652
TRINITY_ALL,OTHER,33.383611,-98.711944
TRIPBUT1_RN,RN,30.75956,-103.06786
TROJ_SLR_RN,RN,33.4574,-97.2896
TRSES_UNIT6,OTHER,32.1245,-96.1013
TRUENO_ALL,OTHER,26.376651,-97.993045
TRUSGILL_RN,RN,33.746323,-99.665516
TSECA_ES_RN,RN,29.324,-100.835
TTRSW_RN,RN,33.284418,-95.163557
TTWEC_G1,OTHER,32.1981,-100.2686
TUL_SLR_ALL,OTHER,28.619,-97.725
TURQ_BESS1,OTHER,33.004305,-96.075913
TV_RN,RN,29.57954,-95.487488
TXCTY_CC1,PCCRN,29.378697,-94.943829
TXCTY_CTA,OTHER,29.378697,-94.943829
TXCTY_CTB,OTHER,29.378697,-94.943829
TXCTY_CTC,OTHER,29.378697,-94.943829
TXCTY_ST,OTHER,29.378697,-94.943829
TYLRWIND_RN,RN,33.703851,-97.372009
TYNAN_RN,RN,28.184044,-97.772903
TYSN_SLR_RN,RN,33.644897,-95.627041
T_CK_GT2_RN,RN,29.6883,-95.1287
T_CK_GT3_RN,RN,29.6883,-95.1287
UCC_COG_PUN2,PUN,28.5105,-96.7706
UCC_UCC_C_2,OTHER,28.5105,-96.7706
ULYS_SLR_RN,RN,31.8695,-100.547
UTOPIA_RN,RN,29.6175,-99.5294
V2_DGR1_RN,RN,29.339,-98.472
V2_DGR2_RN,RN,29.339,-98.472
V2_DGR3_RN,RN,29.339,-98.472
V4_DGR1_RN,RN,29.2891,-98.5492
VANCOURT_RN,RN,26.090103,-97.798453
VENADO_ALL,OTHER,26.69842,-99.05745
VERAWIND_ALL,OTHER,33.732181,-99.726392
VERTIGO_UN1,OTHER,33.645964,-99.532944
VERT_ESS_RN,RN,31.4028,-102.3621
VICTORIA_CC1,PCCRN,28.7883,-97.01
VICTPORT_RN,RN,28.69637,-96.9453
VIC_VICTORG5,OTHER,28.7883,-97.01
VIC_VICTORG6,OTHER,28.7883,-97.01
VISION_RN,RN,32.067483,-96.585136
VLSES_UNIT3,OTHER,34.6831,-95.9349
VORT_ALL_RN,RN,33.1855,-99.2359
WAKEWE_ALL,OTHER,33.825,-101.099722
WAL_RN,RN,29.847993,-96.198675
WAP_WAPGT_1,OTHER,29.4828,-95.6311
WAP_WAP_G1,OTHER,29.4828,-95.6311
WAP_WAP_G2,OTHER,29.4828,-95.6311
WAP_WAP_G3,OTHER,29.4828,-95.6311
WAP_WAP_G4,OTHER,29.4828,-95.6311
WAP_WAP_G5,OTHER,29.4828,-95.6311
WAP_WAP_G6,OTHER,29.4828,-95.6311
WAP_WAP_G7,OTHER,29.4828,-95.6311
WAP_WAP_G8,OTHER,29.4828,-95.6311
WAYMARK_RN,RN,30.995503,-102.223537
WCPP_CC1,PCCRN,33.0583,-97.9103
WCPP_CT1,OTHER,33.0583,-97.9103
WCPP_CT2,OTHER,33.0583,-97.9103
WCPP_ST1,OTHER,33.0583,-97.9103
WEBBER_WS_T1,OTHER,30.238492,-97.508812
WEC_WECG1,OTHER,34.105,-101.0986
WES_ALL,OTHER,29.191,-95.663
WFCOGEN_13,OTHER,33.8625,-98.5894
WFCOGEN_24,OTHER,33.8625,-98.5894
WFCOGEN_CC1,PCCRN,33.8625,-98.5894
WFTANK_ESS1,OTHER,27.577207,-99.276018
WGU_RN,RN,29.242304,-95.658144
WHCCS2_4,OTHER,32.337679,-97.734612
WHCCS2_5_6,OTHER,32.337679,-97.734612
WHCCS2_CC2,PCCRN,32.337679,-97.734612
WHCCS_CC1,PCCRN,32.33422,-97.731686
WHCCS_CT1_ST,OTHER,32.33422,-97.731686
WHCCS_CT2,OTHER,32.33422,-97.731686
WHITE_PT_UN1,OTHER,27.954976,-97.300202
WHMESA_U1,OTHER,30.91,-101.263
WHTTAIL_WR1,OTHER,33.733006,-97.428406
WH_WIND_ALL,OTHER,32.255978,-100.320309
WIG_BESS_RN,RN,33.030354,-96.357203
WILDWIND_ALL,OTHER,33.54915,-97.32958
WIPOPA_1_2,OTHER,30.02547,-96.9945
WIPOPA_3_4,OTHER,30.02547,-96.9945
WIR_WIRTZ_G1,OTHER,30.5544,-98.3403
WIR_WIRTZ_G2,OTHER,30.5544,-98.3403
WLTC_ESR_RN,RN,27.796921,-97.487069
WL_RANCH_RN,RN,31.048557,-100.623114
WNDTS2_UNIT1,OTHER,33.495278,-98.5
WND_WHITNEY,OTHER,31.8694,-97.3667
WOODWRD1_RN,RN,30.9514,-102.414067
WOODWRD2_RN,RN,30.9514,-102.414067
WOV_BESS_RN,RN,31.83553,-102.443498
WRSBES_BESS1,OTHER,31.35658,-103.33645
WR_RN,RN,29.3133,-96.10837
WZRD_ESS_RN,RN,31.7642,-102.3728
W_HRL_ESR_RN,RN,31.7358,-97.3782
W_PECO_UNIT1,OTHER,31.4308,-103.7289
X1_DGR_RN,RN,29.305,-98.78
