interval_ct,settlement_point,lmp,system_lambda,congestion
2025-07-23 08:00:00,CABEZON_ALL,17.51,17.3923,0.1177
2025-07-23 08:00:00,CACH_ESS_RN,17.54,17.3923,0.1477
2025-07-23 08:00:00,CALAVER_JKS1,17.56,17.3923,0.1677
2025-07-23 08:00:00,CALAVER_JKS2,17.56,17.3923,0.1677
2025-07-23 08:00:00,CALAVER_JTD1,17.57,17.3923,0.1777
2025-07-23 08:00:00,CALAVER_JTD2,17.57,17.3923,0.1777
2025-07-23 08:00:00,CALAVER_OWS1,17.57,17.3923,0.1777
2025-07-23 08:00:00,CALAVER_OWS2,17.57,17.3923,0.1777
2025-07-23 08:00:00,CALHOUN_ALL,17.52,17.3923,0.1277
2025-07-23 08:00:00,CALLAHA_WND1,17.61,17.3923,0.2177
2025-07-23 08:00:00,CAL_CALGT1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CAL_CALSTG1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CAL_CC1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CAL_PUN1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CAL_PUN2,17.47,17.3923,0.0777
2025-07-23 08:00:00,CAMWIND_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,CANYONWD_ALL,17.15,17.3923,-0.2423
2025-07-23 08:00:00,CAPRIDG4_CR4,17.52,17.3923,0.1277
2025-07-23 08:00:00,CAPRIDGE_ALL,17.52,17.3923,0.1277
2025-07-23 08:00:00,CARBN_BSP_1,19.65,17.3923,2.2577
2025-07-23 08:00:00,CARN_ESS_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,CARRIZO_ESR1,17.67,17.3923,0.2777
2025-07-23 08:00:00,CARTWHL_RN,17.39,17.3923,-0.0023
2025-07-23 08:00:00,CASL_GAP_UN1,18.76,17.3923,1.3677
2025-07-23 08:00:00,CATARINA_B1,17.67,17.3923,0.2777
2025-07-23 08:00:00,CBECII_89,17.48,17.3923,0.0877
2025-07-23 08:00:00,CBECII_CC3,17.48,17.3923,0.0877
2025-07-23 08:00:00,CBECII_CT7,17.48,17.3923,0.0877
2025-07-23 08:00:00,CBEC_ALL,17.49,17.3923,0.0977
2025-07-23 08:00:00,CBEC_CC1,17.49,17.3923,0.0977
2025-07-23 08:00:00,CBEC_CC2,17.49,17.3923,0.0977
2025-07-23 08:00:00,CBY4_ALL,17.47,17.3923,0.0777
2025-07-23 08:00:00,CBY4_CC1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CBY_CBY_G1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CBY_CBY_G2,17.47,17.3923,0.0777
2025-07-23 08:00:00,CCEC_CC1,17.53,17.3923,0.1377
2025-07-23 08:00:00,CCEC_GT1,17.53,17.3923,0.1377
2025-07-23 08:00:00,CCEC_GT2,17.53,17.3923,0.1377
2025-07-23 08:00:00,CCEC_PUN1,17.53,17.3923,0.1377
2025-07-23 08:00:00,CCEC_PUN2,17.53,17.3923,0.1377
2025-07-23 08:00:00,CCEC_ST1,17.53,17.3923,0.1377
2025-07-23 08:00:00,CEDROHI_CHW1,17.51,17.3923,0.1177
2025-07-23 08:00:00,CEDRVALE_RN,19.08,17.3923,1.6877
2025-07-23 08:00:00,CFLATS_UNIT,14.45,17.3923,-2.9423
2025-07-23 08:00:00,CHALUP_ALL,17.53,17.3923,0.1377
2025-07-23 08:00:00,CHAL_SLR_RN,19.12,17.3923,1.7277
2025-07-23 08:00:00,CHAMON_UN1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHAMON_UN2,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHEDPW_GT2,17.46,17.3923,0.0677
2025-07-23 08:00:00,CHE_CC1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHE_LYD,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHE_LYD2,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHE_PUN1,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHE_PUN2,17.47,17.3923,0.0777
2025-07-23 08:00:00,CHIL_SLR,17.46,17.3923,0.0677
2025-07-23 08:00:00,CHISMGRD_RN,17.38,17.3923,-0.0123
2025-07-23 08:00:00,CISC_RN,17.49,17.3923,0.0977
2025-07-23 08:00:00,CITRUSCY_RN,17.54,17.3923,0.1477
2025-07-23 08:00:00,CITYVICT_ALL,17.53,17.3923,0.1377
2025-07-23 08:00:00,CLO_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,CMPD_SLR_RN,17.4,17.3923,0.0077
2025-07-23 08:00:00,CNLY_ESS_RN,17.38,17.3923,-0.0123
2025-07-23 08:00:00,CNTRY_RN,17.39,17.3923,-0.0023
2025-07-23 08:00:00,CNTYRDS_RN,19.09,17.3923,1.6977
2025-07-23 08:00:00,CN_BRKS_UNT1,17.1,17.3923,-0.2923
2025-07-23 08:00:00,COL_COLETOG1,17.53,17.3923,0.1377
2025-07-23 08:00:00,CONIGLIO_RN,17.38,17.3923,-0.0123
2025-07-23 08:00:00,CONTINEN_RN,17.56,17.3923,0.1677
2025-07-23 08:00:00,CORALSLR_ALL,17.43,17.3923,0.0377
2025-07-23 08:00:00,CORAZON_RN,17.5,17.3923,0.1077
2025-07-23 08:00:00,COTPLNS_RN,17.11,17.3923,-0.2823
2025-07-23 08:00:00,COTTON_PAP2,17.53,17.3923,0.1377
2025-07-23 08:00:00,COTULLA_RN,17.61,17.3923,0.2177
2025-07-23 08:00:00,COYOTSPR_AGR,19.09,17.3923,1.6977
2025-07-23 08:00:00,COYOTSPR_RN,19.09,17.3923,1.6977
2025-07-23 08:00:00,CPSES_UNIT1,17.39,17.3923,-0.0023
2025-07-23 08:00:00,CPSES_UNIT2,17.39,17.3923,-0.0023
2025-07-23 08:00:00,CRANELL_ALL,17.53,17.3923,0.1377
2025-07-23 08:00:00,CRAWFISH_RN,17.5,17.3923,0.1077
2025-07-23 08:00:00,CROSSETT_ALL,18.78,17.3923,1.3877
2025-07-23 08:00:00,CROSSTRL_RN,18.99,17.3923,1.5977
2025-07-23 08:00:00,CRWN_SLR_UN1,17.44,17.3923,0.0477
2025-07-23 08:00:00,CR_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,CSC_CSECG1_2,17.53,17.3923,0.1377
2025-07-23 08:00:00,CS_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,CTW_RN,17.48,17.3923,0.0877
2025-07-23 08:00:00,CVC_CC1,17.46,17.3923,0.0677
2025-07-23 08:00:00,CVC_CVCG1_5,17.46,17.3923,0.0677
2025-07-23 08:00:00,CVC_CVC_G2,17.46,17.3923,0.0677
2025-07-23 08:00:00,CVC_CVC_G3,17.46,17.3923,0.0677
2025-07-23 08:00:00,DAG_ALL,17.48,17.3923,0.0877
2025-07-23 08:00:00,DANSBY_ALL,17.45,17.3923,0.0577
2025-07-23 08:00:00,DAN_ALL,17.49,17.3923,0.0977
2025-07-23 08:00:00,DA_BESS,17.48,17.3923,0.0877
2025-07-23 08:00:00,DA_BESS2,17.48,17.3923,0.0877
2025-07-23 08:00:00,DC2SES_ALL,17.39,17.3923,-0.0023
2025-07-23 08:00:00,DC_E,17.39,17.3923,-0.0023
2025-07-23 08:00:00,DC_L,17.48,17.3923,0.0877
2025-07-23 08:00:00,DC_N,17.29,17.3923,-0.1023
2025-07-23 08:00:00,DC_R,17.54,17.3923,0.1477
2025-07-23 08:00:00,DDPEC_CC1,17.47,17.3923,0.0777
2025-07-23 08:00:00,DDPEC_GT1,17.47,17.3923,0.0777
2025-07-23 08:00:00,DDPEC_GT2,17.47,17.3923,0.0777
2025-07-23 08:00:00,DDPEC_GT3,17.47,17.3923,0.0777
2025-07-23 08:00:00,DDPEC_GT4,17.47,17.3923,0.0777
2025-07-23 08:00:00,DDPEC_GT6,17.47,17.3923,0.0777
2025-07-23 08:00:00,DDPEC_ST1,17.47,17.3923,0.0777
2025-07-23 08:00:00,DECKER_GT,17.51,17.3923,0.1177
2025-07-23 08:00:00,DENISON_G1_2,17.38,17.3923,-0.0123
2025-07-23 08:00:00,DERMOTT_ALL,17.21,17.3923,-0.1823
2025-07-23 08:00:00,DGFS_ESR_RN,18.86,17.3923,1.4677
2025-07-23 08:00:00,DIBOL_RN,17.4,17.3923,0.0077
2025-07-23 08:00:00,DIB_CC1,17.47,17.3923,0.0777
2025-07-23 08:00:00,DIB_DIB_G1,17.47,17.3923,0.0777
2025-07-23 08:00:00,DIB_DIB_G2,17.47,17.3923,0.0777
2025-07-23 08:00:00,DIB_DIB_G3,17.47,17.3923,0.0777
2025-07-23 08:00:00,DIB_DIB_G4,17.47,17.3923,0.0777
2025-07-23 08:00:00,DIB_PUN1,17.47,17.3923,0.0777
2025-07-23 08:00:00,DIB_PUN2,17.47,17.3923,0.0777
2025-07-23 08:00:00,DILEOS_UNIT1,17.43,17.3923,0.0377
2025-07-23 08:00:00,DIVR_SLR_RN,17.43,17.3923,0.0377
2025-07-23 08:00:00,DKNS_ESS_RN,17.16,17.3923,-0.2323
2025-07-23 08:00:00,DMA_RN,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOWGEN_PUN1,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOWGEN_PUN2,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOWGEN_PUN3,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOWGEN_PUN4,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOWGEN_PUN5,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOWGEN_PUN6,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_61_2_63,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_64,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_81_2_84,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_G37_G35,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_G66_ST65,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_G67,17.48,17.3923,0.0877
2025-07-23 08:00:00,DOW_G96_ST95,17.48,17.3923,0.0877
2025-07-23 08:00:00,DRCK_SLR_RN,17.4,17.3923,0.0077
2025-07-23 08:00:00,DRYFRIO_RN,17.64,17.3923,0.2477
2025-07-23 08:00:00,DSWL_BES1,17.4,17.3923,0.0077
2025-07-23 08:00:00,DUKE_CC1,17.53,17.3923,0.1377
2025-07-23 08:00:00,DUKE_GST1CCU,17.53,17.3923,0.1377
2025-07-23 08:00:00,DUKE_GT2_CCU,17.53,17.3923,0.1377
2025-07-23 08:00:00,DUP_PUN1,17.53,17.3923,0.1377
2025-07-23 08:00:00,DUP_PUN2,17.53,17.3923,0.1377
2025-07-23 08:00:00,DUP_PUN3,17.53,17.3923,0.1377
2025-07-23 08:00:00,DUP_PUN4,17.53,17.3923,0.1377
2025-07-23 08:00:00,EBELLS_UNIT1,17.45,17.3923,0.0577
2025-07-23 08:00:00,EBNY_ESS_RN,17.56,17.3923,0.1677
2025-07-23 08:00:00,ECLIPSE_UN1,17.81,17.3923,0.4177
2025-07-23 08:00:00,EIFSLR_UNIT1,17.38,17.3923,-0.0123
2025-07-23 08:00:00,ELB_ELBCREEK,17.57,17.3923,0.1777
2025-07-23 08:00:00,ELECTRAW_1_2,17.29,17.3923,-0.1023
2025-07-23 08:00:00,ELMCRK_RN,17.57,17.3923,0.1777
2025-07-23 08:00:00,ELM_ST_RN,19.09,17.3923,1.6977
2025-07-23 08:00:00,ELSAUZ_ALL,17.53,17.3923,0.1377
2025-07-23 08:00:00,ELSA_ESR_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,ELS_RN_1,17.4,17.3923,0.0077
2025-07-23 08:00:00,ELZA_SLR_RN,17.39,17.3923,-0.0023
2025-07-23 08:00:00,EL_RAYO_ALL,17.53,17.3923,0.1377
2025-07-23 08:00:00,EMPCT_RN,17.39,17.3923,-0.0023
2025-07-23 08:00:00,ENDPARK_ESS1,17.31,17.3923,-0.0823
2025-07-23 08:00:00,ERSL_RN,17.61,17.3923,0.2177
2025-07-23 08:00:00,ESCONDID_ESR,17.8,17.3923,0.4077
2025-07-23 08:00:00,ESTONIAN_ALL,17.38,17.3923,-0.0123
2025-07-23 08:00:00,ETCCS_CC1,17.4,17.3923,0.0077
2025-07-23 08:00:00,ETCCS_CCU,17.4,17.3923,0.0077
2025-07-23 08:00:00,EUNICE_ALL,18.89,17.3923,1.4977
2025-07-23 08:00:00,EVLN_ESS_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXGNSND_RN,17.63,17.3923,0.2377
2025-07-23 08:00:00,EXGNWTL_1,17.51,17.3923,0.1177
2025-07-23 08:00:00,EXN_14,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_1_3,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_4,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_8,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_9_13,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_PUN1,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_PUN2,17.47,17.3923,0.0777
2025-07-23 08:00:00,EXN_PUN3,17.47,17.3923,0.0777
2025-07-23 08:00:00,E_BLACK_RN,17.5,17.3923,0.1077
2025-07-23 08:00:00,E_HARRIS_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,FAGUSSLR_RN,17.2,17.3923,-0.1923
2025-07-23 08:00:00,FALFUR_RN,17.52,17.3923,0.1277
2025-07-23 08:00:00,FALFUR_RN2,17.52,17.3923,0.1277
2025-07-23 08:00:00,FAL_FALCONG1,17.59,17.3923,0.1977
2025-07-23 08:00:00,FAL_FALCONG2,17.59,17.3923,0.1977
2025-07-23 08:00:00,FAL_FALCONG3,17.59,17.3923,0.1977
2025-07-23 08:00:00,FAULKNER_RN,19.09,17.3923,1.6977
2025-07-23 08:00:00,FEGC_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,FENCESLR_ALL,17.4,17.3923,0.0077
2025-07-23 08:00:00,FERGCC_CC1,17.55,17.3923,0.1577
2025-07-23 08:00:00,FERGCC_GT1_1,17.55,17.3923,0.1577
2025-07-23 08:00:00,FERGCC_GT2_3,17.55,17.3923,0.1577
2025-07-23 08:00:00,FERGCC_ST1_5,17.55,17.3923,0.1577
2025-07-23 08:00:00,FERMI_ALL,17.67,17.3923,0.2777
2025-07-23 08:00:00,FILESSLR_PV1,17.4,17.3923,0.0077
2025-07-23 08:00:00,FIVEWSLR_ALL,17.46,17.3923,0.0677
2025-07-23 08:00:00,FLCNS_UNIT1,18.22,17.3923,0.8277
2025-07-23 08:00:00,FLCNS_UNIT2,18.22,17.3923,0.8277
2025-07-23 08:00:00,FLCNS_UNIT3,18.22,17.3923,0.8277
2025-07-23 08:00:00,FLOWERII_RN,19.03,17.3923,1.6377
2025-07-23 08:00:00,FLTBES1,19.03,17.3923,1.6377
2025-07-23 08:00:00,FLTCK_SSI,17.44,17.3923,0.0477
2025-07-23 08:00:00,FLUVANNA_1_2,17.31,17.3923,-0.0823
2025-07-23 08:00:00,FLVABES1_ESR,19.03,17.3923,1.6377
2025-07-23 08:00:00,FOARDCTY_ALL,17.24,17.3923,-0.1523
2025-07-23 08:00:00,FORMOSA_CC1,17.52,17.3923,0.1277
2025-07-23 08:00:00,FORMOSA_CC2,17.52,17.3923,0.1277
2025-07-23 08:00:00,FORMOSA_PUN1,17.52,17.3923,0.1277
2025-07-23 08:00:00,FORMOSA_PUN2,17.52,17.3923,0.1277
2025-07-23 08:00:00,FORTMA_RN,17.57,17.3923,0.1777
2025-07-23 08:00:00,FOXTROT_ALL,17.54,17.3923,0.1477
2025-07-23 08:00:00,FO_FORMOSA11,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSA12,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG1,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG10,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG13,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG14,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG15,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG2,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG3,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG4,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG5,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG6,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG7,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG8,17.52,17.3923,0.1277
2025-07-23 08:00:00,FO_FORMOSG9,17.52,17.3923,0.1277
2025-07-23 08:00:00,FPPYD_FPP_G1,17.51,17.3923,0.1177
2025-07-23 08:00:00,FPPYD_FPP_G2,17.51,17.3923,0.1177
2025-07-23 08:00:00,FPPYD_FPP_G3,17.51,17.3923,0.1177
2025-07-23 08:00:00,FREC_1_CCU,17.41,17.3923,0.0177
2025-07-23 08:00:00,FREC_2_CCU,17.41,17.3923,0.0177
2025-07-23 08:00:00,FREC_CC1,17.41,17.3923,0.0177
2025-07-23 08:00:00,FREC_CC2,17.41,17.3923,0.0177
2025-07-23 08:00:00,FRMRSVLW_RN,17.39,17.3923,-0.0023
2025-07-23 08:00:00,FRMR_BS2_RN1,17.39,17.3923,-0.0023
2025-07-23 08:00:00,FRNYPP_1_CCU,17.39,17.3923,-0.0023
2025-07-23 08:00:00,FRNYPP_2_CCU,17.39,17.3923,-0.0023
2025-07-23 08:00:00,FRNYPP_CC1,17.39,17.3923,-0.0023
2025-07-23 08:00:00,FRNYPP_CC2,17.39,17.3923,-0.0023
2025-07-23 08:00:00,FRONT_EC_CC1,17.54,17.3923,0.1477
2025-07-23 08:00:00,FRONT_EC_RN1,17.54,17.3923,0.1477
2025-07-23 08:00:00,FRONT_EC_RN2,17.54,17.3923,0.1477
2025-07-23 08:00:00,FRONT_EC_RN3,17.54,17.3923,0.1477
2025-07-23 08:00:00,FRYE_SLR_ALL,17.11,17.3923,-0.2823
2025-07-23 08:00:00,FTDUNCAN_RN,17.79,17.3923,0.3977
2025-07-23 08:00:00,FTR_CC1,17.45,17.3923,0.0577
2025-07-23 08:00:00,FTR_FTR_G1_4,17.45,17.3923,0.0577
2025-07-23 08:00:00,FTWIND_UNIT1,17.45,17.3923,0.0577
2025-07-23 08:00:00,FWLR_SLR_1,18.77,17.3923,1.3777
2025-07-23 08:00:00,GALO_RN1,17.52,17.3923,0.1277
2025-07-23 08:00:00,GAMBIT_RN,17.48,17.3923,0.0877
2025-07-23 08:00:00,GARC_BESS_RN,17.57,17.3923,0.1777
2025-07-23 08:00:00,GBY_GT,17.47,17.3923,0.0777
2025-07-23 08:00:00,GID_GIDEONG1,17.52,17.3923,0.1277
2025-07-23 08:00:00,GID_GIDEONG2,17.52,17.3923,0.1277
2025-07-23 08:00:00,GID_GIDEONG3,17.51,17.3923,0.1177
2025-07-23 08:00:00,GIGA_ESS_RN,17.51,17.3923,0.1177
2025-07-23 08:00:00,GKS_BESS_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,GOA_GOATWIND,17.55,17.3923,0.1577
2025-07-23 08:00:00,GOLINDA_UN1,17.44,17.3923,0.0477
2025-07-23 08:00:00,GOMZ_RN,18.97,17.3923,1.5777
2025-07-23 08:00:00,GOODNIT1_ALL,17.13,17.3923,-0.2623
2025-07-23 08:00:00,GOODWIN_ESR,17.54,17.3923,0.1477
2025-07-23 08:00:00,GPASTURE_ALL,17.34,17.3923,-0.0523
2025-07-23 08:00:00,GRANDVW1_A_B,17.13,17.3923,-0.2623
2025-07-23 08:00:00,GRAN_SLR_RN,17.49,17.3923,0.0977
2025-07-23 08:00:00,GRDNE_ESR_RN,18.6,17.3923,1.2077
2025-07-23 08:00:00,GREASWOD_ALL,18.71,17.3923,1.3177
2025-07-23 08:00:00,GREGORY_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,GRIF_TRL_RN,17.25,17.3923,-0.1423
2025-07-23 08:00:00,GRIM_SLR_RN,17.45,17.3923,0.0577
2025-07-23 08:00:00,GRSES_UNIT1,17.4,17.3923,0.0077
2025-07-23 08:00:00,GRSES_UNIT2,17.38,17.3923,-0.0123
2025-07-23 08:00:00,GRYH_SLR_RN,18.95,17.3923,1.5577
2025-07-23 08:00:00,GUADG_CC1,17.55,17.3923,0.1577
2025-07-23 08:00:00,GUADG_CC2,17.55,17.3923,0.1577
2025-07-23 08:00:00,GUADG_CCU1,17.55,17.3923,0.1577
2025-07-23 08:00:00,GUADG_CCU2,17.55,17.3923,0.1577
2025-07-23 08:00:00,GUNMTN_NODE,22.81,17.3923,5.4177
2025-07-23 08:00:00,GWEC_G1,17.56,17.3923,0.1677
2025-07-23 08:00:00,GZ_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,HALO_RN1,17.46,17.3923,0.0677
2025-07-23 08:00:00,HAMI_BESS_RN,17.92,17.3923,0.5277
2025-07-23 08:00:00,HART_WND_RN,17.05,17.3923,-0.3423
2025-07-23 08:00:00,HAYSEN1_2,17.54,17.3923,0.1477
2025-07-23 08:00:00,HAYSEN3_4,17.54,17.3923,0.1477
2025-07-23 08:00:00,HB_BUSAVG,17.49,17.3923,0.0977
2025-07-23 08:00:00,HB_HOUSTON,17.47,17.3923,0.0777
2025-07-23 08:00:00,HB_HUBAVG,17.55,17.3923,0.1577
2025-07-23 08:00:00,HB_NORTH,17.4,17.3923,0.0077
2025-07-23 08:00:00,HB_PAN,17.13,17.3923,-0.2623
2025-07-23 08:00:00,HB_SOUTH,17.53,17.3923,0.1377
2025-07-23 08:00:00,HB_WEST,17.8,17.3923,0.4077
2025-07-23 08:00:00,HDNLAKES_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,HEADCAMP_RN,18.86,17.3923,1.4677
2025-07-23 08:00:00,HEARN_RD_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,HELIOS_RN,17.66,17.3923,0.2677
2025-07-23 08:00:00,HEN_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,HHGT_KENDAL,17.63,17.3923,0.2377
2025-07-23 08:00:00,HHOLLW2_WND1,17.49,17.3923,0.0977
2025-07-23 08:00:00,HHOLLW3_WND1,17.49,17.3923,0.0977
2025-07-23 08:00:00,HHOLLW4_WND1,17.49,17.3923,0.0977
2025-07-23 08:00:00,HICK_G1_G2,17.94,17.3923,0.5477
2025-07-23 08:00:00,HI_LONEB_RN1,18.07,17.3923,0.6777
2025-07-23 08:00:00,HI_LONE_ALL,18.07,17.3923,0.6777
2025-07-23 08:00:00,HKSN_SLR_ALL,17.28,17.3923,-0.1123
2025-07-23 08:00:00,HLSES_UNIT3,17.39,17.3923,-0.0023
2025-07-23 08:00:00,HLSES_UNIT4,17.39,17.3923,-0.0023
2025-07-23 08:00:00,HLSES_UNIT5,17.39,17.3923,-0.0023
2025-07-23 08:00:00,HLY_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,HMNG_ESS_RN,17.37,17.3923,-0.0223
2025-07-23 08:00:00,HOLCOMB_RN1,17.64,17.3923,0.2477
2025-07-23 08:00:00,HOLSTEIN_ALL,17.49,17.3923,0.0977
2025-07-23 08:00:00,HOL_ALL,17.49,17.3923,0.0977
2025-07-23 08:00:00,HOPKNSLR_ALL,17.39,17.3923,-0.0023
2025-07-23 08:00:00,HORSCR_RN,17.39,17.3923,-0.0023
2025-07-23 08:00:00,HORSECRK_RN,17.26,17.3923,-0.1323
2025-07-23 08:00:00,HOUSEMTN_RN,18.88,17.3923,1.4877
2025-07-23 08:00:00,HOVEY_GEN,18.94,17.3923,1.5477
2025-07-23 08:00:00,HRBESS_BESS,19.02,17.3923,1.6277
2025-07-23 08:00:00,HRFDWIND_ALL,17.09,17.3923,-0.3023
2025-07-23 08:00:00,HRNT_SLR_RN,17.09,17.3923,-0.3023
2025-07-23 08:00:00,HRZN_SLR_UN1,17.59,17.3923,0.1977
2025-07-23 08:00:00,HV_BESS1_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,HWF_HWFG1,17.43,17.3923,0.0377
2025-07-23 08:00:00,HYDR_ESS_RN,18.7,17.3923,1.3077
2025-07-23 08:00:00,H_HOLLO_WND1,17.49,17.3923,0.0977
2025-07-23 08:00:00,IMP_RN1,17.38,17.3923,-0.0123
2025-07-23 08:00:00,INDNENR_1_RN,18.73,17.3923,1.3377
2025-07-23 08:00:00,INDNENR_2_RN,18.75,17.3923,1.3577
2025-07-23 08:00:00,INDNNWP_RN,18.75,17.3923,1.3577
2025-07-23 08:00:00,IND_INADALE1,17.34,17.3923,-0.0523
2025-07-23 08:00:00,INGLCOSW_CC1,17.53,17.3923,0.1377
2025-07-23 08:00:00,INGLCOSW_STG,17.53,17.3923,0.1377
2025-07-23 08:00:00,INGLCOS_CTG1,17.53,17.3923,0.1377
2025-07-23 08:00:00,INGLCOS_CTG2,17.53,17.3923,0.1377
2025-07-23 08:00:00,INGLCO_PUN1,17.53,17.3923,0.1377
2025-07-23 08:00:00,INGLCO_PUN2,17.53,17.3923,0.1377
2025-07-23 08:00:00,INGLCO_PUN3,17.53,17.3923,0.1377
2025-07-23 08:00:00,INKS_INKS_G1,17.55,17.3923,0.1577
2025-07-23 08:00:00,INRT_W_ALL,17.26,17.3923,-0.1323
2025-07-23 08:00:00,JACKCNTY_CC1,17.38,17.3923,-0.0123
2025-07-23 08:00:00,JACKCNTY_CT1,17.38,17.3923,-0.0123
2025-07-23 08:00:00,JACKCNTY_CT2,17.38,17.3923,-0.0123
2025-07-23 08:00:00,JACKCNTY_STG,17.38,17.3923,-0.0123
2025-07-23 08:00:00,JADE_SLR_ALL,17.21,17.3923,-0.1823
2025-07-23 08:00:00,JAD_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,JAG_SLR_RN,17.42,17.3923,0.0277
2025-07-23 08:00:00,JAR_RN,17.48,17.3923,0.0877
2025-07-23 08:00:00,JAY_RN_1,17.48,17.3923,0.0877
2025-07-23 08:00:00,JCKCNTY2_CC1,17.36,17.3923,-0.0323
2025-07-23 08:00:00,JCKCNTY2_CT3,17.36,17.3923,-0.0323
2025-07-23 08:00:00,JCKCNTY2_CT4,17.36,17.3923,-0.0323
2025-07-23 08:00:00,JCKCNTY2_ST2,17.36,17.3923,-0.0323
2025-07-23 08:00:00,JC_BAT_RN,17.56,17.3923,0.1677
2025-07-23 08:00:00,JDKNS_RN,16.69,17.3923,-0.7023
2025-07-23 08:00:00,JKLP_SLR_RN,17.53,17.3923,0.1377
2025-07-23 08:00:00,JUNCTION_RN,26.23,17.3923,8.8377
2025-07-23 08:00:00,JUNG_SLR_RN,17.47,17.3923,0.0777
2025-07-23 08:00:00,JUNORTH_RN,26.23,17.3923,8.8377
2025-07-23 08:00:00,JUNO_ALL,16.17,17.3923,-1.2223
2025-07-23 08:00:00,K2_DGR1_RN,17.56,17.3923,0.1677
2025-07-23 08:00:00,K2_DGR2_RN,17.56,17.3923,0.1677
2025-07-23 08:00:00,KARAKAW1_1,17.54,17.3923,0.1477
2025-07-23 08:00:00,KARAKAW2_1,17.54,17.3923,0.1477
2025-07-23 08:00:00,KEECHI_U1,17.38,17.3923,-0.0123
2025-07-23 08:00:00,KELAMSL_U1,18.65,17.3923,1.2577
2025-07-23 08:00:00,KEO_KEO_SM1,18.79,17.3923,1.3977
2025-07-23 08:00:00,KINGE_ALL,18.78,17.3923,1.3877
2025-07-23 08:00:00,KINGW_ALL,18.76,17.3923,1.3677
2025-07-23 08:00:00,KMCHI_CC1,17.38,17.3923,-0.0123
